pop,lng,lat
451,13.32571643,52.53165653
970,13.32756603,52.53191522
1427,13.33007141,52.53195114
1472,13.333177,52.53179126
1305,13.33549146,52.5317852
0,13.33835517,52.53329462
459,13.34083902,52.53327183
0,13.34002351,52.5333195
1066,13.34231148,52.53318358
596,13.3443323,52.5331022
671,13.34571805,52.53402085
812,13.34845919,52.5344353
0,13.35384742,52.53514032
1174,13.35244617,52.53494558
453,13.34641331,52.53201572
3,13.34508232,52.53200951
0,13.3464599,52.53303261
978,13.34887792,52.53337345
1243,13.35171247,52.53382659
818,13.34833653,52.5321489
759,13.33731999,52.53118132
396,13.33831863,52.53221405
0,13.33760012,52.53175584
321,13.33940865,52.53128265
707,13.34064217,52.53119161
1628,13.34225734,52.53004433
1349,13.34424505,52.53042908
224,13.34592394,52.53064141
983,13.34943556,52.53082099
532,13.35054473,52.53153799
397,13.35177518,52.53012258
769,13.35196341,52.53205705
0,13.35558394,52.5332495
0,13.35435169,52.5330769
34,13.35591002,52.53459746
977,13.35791106,52.5346768
1305,13.32577696,52.52931185
1992,13.32765413,52.52931754
751,13.32987091,52.53012857
956,13.32969862,52.52840208
1119,13.33262678,52.52977317
421,13.33495551,52.52954444
794,13.33712206,52.52934901
499,13.33912637,52.52911026
641,13.34063058,52.5290125
1013,13.33219659,52.52800002
639,13.33454977,52.52778351
855,13.33671089,52.5275821
9,13.33862376,52.5278032
0,13.33847679,52.52694187
318,13.33956016,52.52730554
479,13.34062581,52.52725645
502,13.34227589,52.52723402
785,13.34493646,52.52799992
0,13.34410503,52.52770256
632,13.34575256,52.52841347
90,13.34748703,52.52841401
692,13.34933264,52.52791608
429,13.3505334,52.52902363
532,13.35233124,52.52882081
790,13.35073003,52.52728051
713,13.35230031,52.52736397
740,13.35389358,52.52735224
67,13.35407541,52.53018536
41,13.35911019,52.53249581
47,13.3565061,52.52833576
0,13.35905843,52.52997727
0,13.36154966,52.53013568
230,13.36218589,52.5280564
1527,13.32654634,52.5269333
573,13.32931647,52.52643061
1292,13.3324267,52.52622749
0,13.33376812,52.52625193
621,13.32602469,52.52564746
1141,13.32887876,52.5248597
1894,13.33207482,52.52489946
335,13.33647375,52.52624481
0,13.3369325,52.52571928
0,13.33167308,52.53162659
0,13.3312475,52.52978777
2298,13.35992393,52.52534978
978,13.3632064,52.52611451
4,13.35901046,52.52419741
224,13.34380369,52.51809512
78,13.3468537,52.51869586
0,13.34501636,52.51773885
0,13.34123974,52.52594549
0,13.34623573,52.52560061
15,13.34996252,52.52542528
115,13.35195212,52.52460966
64,13.35420248,52.52520065
80,13.33090947,52.52326011
267,13.33092022,52.51967353
560,13.33145906,52.52057439
266,13.33174131,52.521531
1195,13.33291046,52.52303318
232,13.33212201,52.51913517
0,13.33278371,52.51885287
379,13.33339081,52.51973703
286,13.33424547,52.5204773
1903,13.33505338,52.52285179
3,13.3320689,52.51802766
481,13.33402017,52.51833484
435,13.33524771,52.51895526
386,13.33615821,52.51970261
769,13.33704558,52.52089159
824,13.33725417,52.52246361
592,13.33705868,52.5242443
698,13.33870197,52.5246122
828,13.34089337,52.5248767
604,13.33894321,52.52307529
545,13.34092437,52.52363581
0,13.34490955,52.52384456
94,13.34760406,52.52330862
353,13.34847777,52.52412688
157,13.34364457,52.52469289
967,13.34970069,52.52300703
973,13.35095924,52.52244345
879,13.3526201,52.52268366
980,13.35474667,52.5222901
0,13.354997,52.52252914
913,13.36039329,52.5223005
457,13.35191188,52.52059409
881,13.35410308,52.52036375
401,13.35693699,52.5204314
0,13.36986001,52.52612868
0,13.35377341,52.51891106
1188,13.3363826,52.51632731
903,13.34346122,52.52145882
834,13.34626521,52.52126612
148,13.34851522,52.52042462
0,13.33714143,52.51415633
0,13.33559161,52.52485955
0,13.33689619,52.52513757
0,13.33839003,52.5254998
0,13.3612886,52.5231508
0,13.35835473,52.52350246
0,13.33061527,52.52256327
0,13.33265464,52.52176532
0,13.33472622,52.5209478
0,13.3365912,52.52020589
0,13.33929543,52.52166728
0,13.33962594,52.5180271
0,13.35004499,52.52075853
0,13.36599193,52.5216195
0,13.36294047,52.5217799
0,13.33993255,52.52104375
0,13.34037212,52.52065162
291,13.34217372,52.51987257
258,13.34480985,52.51958
163,13.34225367,52.51889497
72,13.34527146,52.51873729
182,13.33932349,52.51664686
260,13.34133328,52.51602024
268,13.34313717,52.51672724
172,13.35894126,52.52000291
0,13.36244871,52.52021348
0,13.35881753,52.518364
540,13.35778176,52.51892418
0,13.35607258,52.51832257
223,13.37265103,52.52694466
0,13.36352453,52.52403401
0,13.36935239,52.52370233
0,13.3712694,52.52421345
217,13.33521916,52.51579269
0,13.36525803,52.52323895
3,13.35734795,52.52210859
503,13.35812035,52.52285743
377,13.35757772,52.52133574
0,13.36669322,52.52513428
0,13.36741314,52.5253507
0,13.36651524,52.52290629
0,13.36774392,52.52284714
0,13.36670537,52.52364311
0,13.36773603,52.52364676
0,13.36779685,52.52421111
639,13.33771121,52.51743833
82,13.33863947,52.51858381
0,13.33716847,52.51831615
0,13.37016638,52.52267026
0,13.36206416,52.51898219
0,13.35268439,52.51861907
0,13.3495332,52.5206973
0,13.34536051,52.52253721
0,13.33974646,52.52154966
0,13.336528,52.51834605
0,13.33077379,52.51894366
0,13.36518764,52.5238184
0,13.36734595,52.52462564
0,13.35986646,52.52113485
0,13.35348473,52.51951649
0,13.34594559,52.51970129
0,13.34795274,52.52000495
0,13.33799863,52.51603204
0,13.33638927,52.51424548
0,13.36945515,52.52500009
0,13.37092397,52.52504592
0,13.34821898,52.51701532
0,13.35172173,52.51814332
0,13.34683069,52.51706024
0,13.35097356,52.51766652
0,13.35509084,52.51568779
0,13.35265437,52.51526933
0,13.3761538,52.5173037
0,13.350114,52.51451669
10,13.33388837,52.51298683
0,13.34091882,52.51116129
0,13.33948287,52.5115723
0,13.34072633,52.51144946
0,13.34233161,52.51205447
0,13.34344895,52.51166814
0,13.34144264,52.51156943
0,13.34258443,52.50900509
0,13.35764729,52.51722709
0,13.33417029,52.51228018
0,13.37224111,52.52188546
0,13.36929911,52.52091892
0,13.36875522,52.52011169
0,13.37221785,52.52015824
0,13.37485802,52.52014641
0,13.37510991,52.52118119
0,13.36910026,52.51837461
0,13.3647967,52.51844376
0,13.36675119,52.51859049
0,13.36254756,52.51828633
0,13.33616193,52.51182402
117,13.34308965,52.51493368
0,13.34065567,52.51441917
0,13.3422767,52.5144918
0,13.34194397,52.51291557
0,13.34520151,52.51317955
0,13.34801896,52.51189118
0,13.34896457,52.51021628
0,13.36338945,52.5165375
0,13.35416873,52.5141929
0,13.35837545,52.51244904
0,13.355824,52.51096312
0,13.36471932,52.5109075
3,13.36078641,52.51254505
0,13.37060644,52.51457458
0,13.37359731,52.51381757
0,13.33191884,52.50976575
11,13.3331005,52.51041792
0,13.33511315,52.51052256
42,13.33845836,52.50804551
0,13.33559617,52.50679188
0,13.338697,52.50660018
0,13.34215256,52.5066406
0,13.37301841,52.51864053
0,13.37605859,52.51862247
0,13.37186025,52.51658693
0,13.37358213,52.51695731
3,13.34501377,52.50934344
6,13.34565398,52.51012952
0,13.34109149,52.50983246
0,13.33299485,52.51239458
0,13.3356382,52.51251433
0,13.33426996,52.50997531
451,13.34779007,52.50920613
0,13.35055601,52.50888631
77,13.34763471,52.5082839
130,13.35364192,52.50757058
47,13.35318062,52.50731889
0,13.35479943,52.50655826
0,13.35894832,52.50842028
21,13.36146804,52.5079786
0,13.36994516,52.50980328
158,13.36524632,52.50703958
0,13.36718526,52.50692693
0,13.36761306,52.50819353
258,13.34375766,52.50564522
345,13.34700119,52.5062974
681,13.34867541,52.50586268
364,13.35039265,52.50525388
0,13.35262358,52.50477335
271,13.36107167,52.50479341
520,13.37036115,52.5046458
732,13.37041556,52.50334856
578,13.36713987,52.50362053
0,13.36865272,52.5031357
543,13.34543698,52.50491622
303,13.34762985,52.50452112
221,13.34950806,52.50407167
0,13.35178998,52.50338444
656,13.35461926,52.50386903
12,13.35510813,52.50310146
1176,13.35762138,52.50286437
0,13.3605051,52.50361889
907,13.36311068,52.50229202
0,13.36264004,52.50257605
562,13.36594797,52.50168979
390,13.36819938,52.50143805
0,13.36972444,52.5012204
383,13.36980201,52.50071217
1471,13.36669042,52.49982523
0,13.34070935,52.50562634
0,13.35275684,52.50896455
16,13.35431333,52.50876752
62,13.35538418,52.50863415
0,13.37351477,52.51090091
6,13.37524096,52.51047136
25,13.37480083,52.51121064
0,13.37553924,52.50715101
0,13.37428601,52.50490342
249,13.37515422,52.50448538
126,13.37663585,52.50704907
54,13.35630713,52.50852187
0,13.35748267,52.50854862
3,13.34494978,52.5072904
389,13.36555973,52.50495643
93,13.36372788,52.50425702
15,13.37621511,52.51151067
0,13.37616592,52.51044061
0,13.37287703,52.50566648
0,13.37359759,52.5055908
109,13.3740651,52.50622696
186,13.37312971,52.51005626
82,13.37421582,52.50675847
0,13.3733946,52.50695009
0,13.36854976,52.50813756
187,13.37360068,52.5075056
4,13.36376107,52.50705071
173,13.35044188,52.50749598
6,13.37372475,52.50880017
0,13.37262001,52.50883265
3,13.37265595,52.50826128
43,13.37353805,52.50836383
880,13.36053709,52.50144926
0,13.37094767,52.50712535
0,13.37481677,52.50797424
827,13.35754815,52.50544429
0,13.36617068,52.50917421
0,13.37451167,52.50732998
70,13.37414523,52.50799227
0,13.37539144,52.50857438
0,13.37479889,52.50898118
0,13.37270725,52.50443651
0,13.37021042,52.50557659
0,13.3653377,52.50594886
0,13.3574351,52.50622552
0,13.35000979,52.5065466
505,13.38526322,52.56630212
0,13.38647723,52.56657415
38,13.38490145,52.56362051
378,13.38247499,52.56193596
0,13.38440453,52.56070041
341,13.38391256,52.56142312
1474,13.38235982,52.5606317
0,13.38617875,52.56280088
157,13.38779538,52.56608054
0,13.38740198,52.56223303
3564,13.38725963,52.56174682
295,13.38941718,52.56582742
528,13.39148014,52.56475339
286,13.38867937,52.56484879
489,13.39048363,52.56404233
510,13.39439484,52.56307174
0,13.39603684,52.5610683
2315,13.39278132,52.56173642
22,13.39299476,52.56022072
0,13.39148141,52.56053387
64,13.39648781,52.55845565
1007,13.38847972,52.55900454
652,13.39105009,52.55829544
908,13.39341814,52.55763062
201,13.36957678,52.55902093
0,13.36967809,52.55768333
513,13.36959315,52.55835963
1696,13.37394926,52.55930799
18,13.37522747,52.55736141
1825,13.37816009,52.55920086
168,13.37757859,52.55892822
1964,13.38049927,52.55877135
