usage,usage_plain,lng,lat
10,Housing area,13.3274566369566,52.4857698069995
10,Housing area,13.3298085701453,52.4856434404206
30,Core area,13.3321929413225,52.4849700618922
10,Housing area,13.3341827111032,52.4849078441427
50,Public / special use,13.3322080415998,52.4831094260713
10,Housing area,13.3342874795082,52.4832300763591
50,Public / special use,13.3343344176455,52.4821408318788
50,Public / special use,13.3055007850328,52.4852935064172
130,Park / green space,13.311078408792,52.4837632073153
110,Body of water,13.3115001141396,52.4837068825127
130,Park / green space,13.3167068081639,52.4837014425956
110,Body of water,13.3165938662435,52.4836678074058
190,Sport use,13.3235026213386,52.4835021453387
130,Park / green space,13.3261355715637,52.4833865003382
130,Park / green space,13.3317443674415,52.4819707189214
130,Park / green space,13.3351965839424,52.481051832507
10,Housing area,13.3102113688766,52.4827378350829
21,Mixed area,13.311629067792,52.4822598200424
10,Housing area,13.3128559384698,52.4819741189356
10,Housing area,13.3144975628173,52.4822830074948
10,Housing area,13.3167912502032,52.4827708283553
130,Park / green space,13.316471483887,52.4817695056926
10,Housing area,13.3178302464573,52.4819854026389
10,Housing area,13.3194783672382,52.4824367616814
10,Housing area,13.3215643687175,52.4824322517616
10,Housing area,13.3244659040183,52.4823094428091
10,Housing area,13.3277595377364,52.4823011675334
10,Housing area,13.3314202586327,52.4810605889276
10,Housing area,13.3347414607885,52.4800281207457
190,Sport use,13.3146893280302,52.4804650412303
50,Public / special use,13.317229564785,52.4804378744821
10,Housing area,13.3172052930273,52.4801803987043
10,Housing area,13.3195933850236,52.4801110916186
140,City square / promenade,13.3200704497147,52.48157267862
10,Housing area,13.3210341131573,52.4802672219384
10,Housing area,13.3229702588867,52.4808228471526
10,Housing area,13.322964558967,52.4793338937349
10,Housing area,13.3251442953946,52.4808056286942
10,Housing area,13.3260996246984,52.4793102384848
21,Mixed area,13.327335263259,52.4808740263508
130,Park / green space,13.3285161337422,52.4794859341226
10,Housing area,13.3297345269412,52.4807247727505
10,Housing area,13.3302819841492,52.4796200761949
10,Housing area,13.3319223383719,52.4793873290496
21,Mixed area,13.334090426665,52.4791604942821
10,Housing area,13.321040608975,52.478331053132
10,Housing area,13.3229755508068,52.4783038634469
10,Housing area,13.3262095030652,52.4782772027324
10,Housing area,13.3295927442133,52.478230518269
21,Mixed area,13.331104919037,52.4783156588591
21,Mixed area,13.3322439885794,52.4782860153028
40,Commercial and industrial area,13.333416471388,52.4783134179773
130,Park / green space,13.3214148709057,52.4853916115998
130,Park / green space,13.3243784390147,52.4854180423925
130,Park / green space,13.308444982722,52.4833138744375
130,Park / green space,13.3078632274098,52.4833752802082
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.3144934803426,52.4796427998572
130,Park / green space,13.3169041813801,52.479115050744
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.315169309059,52.4787789670017
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.3183446001817,52.4780680851583
130,Park / green space,13.3347211913613,52.478537358356
10,Housing area,13.319412773384,52.4784692510576
10,Housing area,13.3212043849301,52.4846688948199
50,Public / special use,13.3244609619278,52.4847029534677
40,Commercial and industrial area,13.308237545062,52.4862955534178
160,Allotment garden,13.3065397443902,52.4868346601195
40,Commercial and industrial area,13.3130744959607,52.4797082060295
80,Traffic area (without roads),13.3300510656292,52.4776681201598
80,Traffic area (without roads),13.3311132231122,52.4775599543095
80,Traffic area (without roads),13.3246324296685,52.477576260934
80,Traffic area (without roads),13.3162780597263,52.478335912498
160,Allotment garden,13.315494271885,52.4783662628661
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.3101123847404,52.4811113990393
80,Traffic area (without roads),13.3114467276321,52.4803942153635
80,Traffic area (without roads),13.3075160721062,52.4830608676888
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.3038567304569,52.4857567014991
10,Housing area,13.3002990548855,52.470154173652
10,Housing area,13.2987957235936,52.4698859762059
10,Housing area,13.3010620343506,52.4692715761257
10,Housing area,13.2992735626788,52.4691874475653
130,Park / green space,13.3114833676903,52.4790599272337
10,Housing area,13.3089585370116,52.4772622960809
10,Housing area,13.3104037905197,52.4775693586722
10,Housing area,13.3135702386172,52.4779741213754
10,Housing area,13.31465645413,52.4771384074336
10,Housing area,13.3171453019738,52.4776015285115
140,City square / promenade,13.3041546921343,52.4752755221826
10,Housing area,13.3089053572363,52.4754280360454
10,Housing area,13.3103003083818,52.4753296679218
10,Housing area,13.3155765379272,52.4765705572727
10,Housing area,13.3153396723314,52.4754036312825
10,Housing area,13.3175905209048,52.4765181106522
10,Housing area,13.3194740743878,52.4763314053222
10,Housing area,13.3188059349854,52.4756846376548
10,Housing area,13.3181745717781,52.475041402631
10,Housing area,13.3162528871703,52.4745001935011
10,Housing area,13.3188583720238,52.4741190925936
10,Housing area,13.3088469325706,52.4740028949347
10,Housing area,13.3087997523179,52.4728326759565
10,Housing area,13.3102606999125,52.4739000832094
10,Housing area,13.3102580219164,52.472754272353
10,Housing area,13.3138687057171,52.4737456275932
10,Housing area,13.3159191933286,52.4737364446451
140,City square / promenade,13.3157594544835,52.4730599212549
10,Housing area,13.3157084575616,52.4723742428697
10,Housing area,13.3186511636906,52.4732656863413
21,Mixed area,13.3184406858252,52.4722242756422
10,Housing area,13.3001857860907,52.471994405519
10,Housing area,13.3101683009679,52.4712465296083
50,Public / special use,13.3122260461966,52.4711760230465
10,Housing area,13.3151410811252,52.4700925645375
10,Housing area,13.3158879970157,52.4714892075556
10,Housing area,13.3165150909493,52.4706455954441
10,Housing area,13.3179554220716,52.4713236383522
10,Housing area,13.2990511888977,52.4711110208544
10,Housing area,13.300295275269,52.470938692737
10,Housing area,13.3016458649189,52.4707555579281
200,Tree nursery / horticulture,13.3039048213883,52.4698051580508
50,Public / special use,13.3038305520646,52.4686360293056
160,Allotment garden,13.302467676243,52.4697117645688
50,Public / special use,13.3061124774228,52.468386564804
21,Mixed area,13.3101695573805,52.4689665842937
50,Public / special use,13.3114243179639,52.4695885876003
10,Housing area,13.3135591852278,52.469657097876
10,Housing area,13.3122852454208,52.4689589613453
10,Housing area,13.3114248114027,52.4676154923371
10,Housing area,13.3130334892034,52.4678819394487
10,Housing area,13.3143936848936,52.4686618542812
140,City square / promenade,13.3147880475005,52.4680947482961
10,Housing area,13.3150033139502,52.4675277078476
10,Housing area,13.3160007134723,52.469201061662
10,Housing area,13.3166774262241,52.4685318864365
10,Housing area,13.3167148367358,52.4676062819516
10,Housing area,13.3181537936382,52.4677050330563
10,Housing area,13.3173578680639,52.469751654609
10,Housing area,13.3180762306853,52.4689977807944
10,Housing area,13.3192010564945,52.4682359205379
10,Housing area,13.3185051310963,52.4702580457742
10,Housing area,13.3194927122904,52.4709622772131
50,Public / special use,13.319714536942,52.4702037255911
10,Housing area,13.3192823870368,52.4693771478988
130,Park / green space,13.3164201558987,52.4760326994834
130,Park / green space,13.3102508355706,52.4733013917275
130,Park / green space,13.3088109704627,52.4733534554988
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.3073227479011,52.4765632887686
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.3063494830584,52.4692744271667
10,Housing area,13.3068534274873,52.4709495773375
10,Housing area,13.3049655870531,52.4713243796646
10,Housing area,13.3066924174546,52.4739382992066
10,Housing area,13.3049624508321,52.4739053787507
10,Housing area,13.311791341662,52.4777993291454
50,Public / special use,13.3124961559321,52.4768735387099
21,Mixed area,13.305450309064,52.4756704469504
50,Public / special use,13.307647056859,52.4757913820915
160,Allotment garden,13.3126074062826,52.4752618448003
160,Allotment garden,13.3122410477824,52.4737976431104
160,Allotment garden,13.312591637284,52.4727099698044
30,Core area,13.3018896383778,52.4737113526998
10,Housing area,13.3035626541264,52.4733718202554
130,Park / green space,13.3037133244652,52.4743887079843
172,"Fallow area, meadow-like vegetation",13.3015185441411,52.4725383500113
10,Housing area,13.3034194600716,52.4719215398463
10,Housing area,13.3087617275827,52.4703090116433
10,Housing area,13.3142486537912,52.4709112137892
40,Commercial and industrial area,13.3076569434154,52.4771088704611
10,Housing area,13.2919404116446,52.4922220969122
50,Public / special use,13.2914706972167,52.490779328476
130,Park / green space,13.2943677843373,52.4912332882391
10,Housing area,13.2911355996236,52.4893031001538
10,Housing area,13.2930300249046,52.4897087855771
10,Housing area,13.2948884362561,52.4905170176956
10,Housing area,13.294756741688,52.4891484582256
10,Housing area,13.2962795251777,52.4891717241961
160,Allotment garden,13.3006010149595,52.4772129415981
10,Housing area,13.29816625871,52.4802858514191
10,Housing area,13.297898118802,52.4884997417054
10,Housing area,13.2906107055564,52.4873049504968
160,Allotment garden,13.2912338794839,52.4879712869689
10,Housing area,13.2927743418229,52.487373825677
10,Housing area,13.2945089851115,52.487187374322
10,Housing area,13.2959856177077,52.4870400977114
10,Housing area,13.2978897721094,52.4872596878052
10,Housing area,13.2906447185976,52.4853590331398
10,Housing area,13.2922236477197,52.4852662681126
50,Public / special use,13.2930104088619,52.4851879237505
10,Housing area,13.2945218441956,52.4854098028105
10,Housing area,13.2954543329711,52.4844457923677
21,Mixed area,13.2983540213338,52.4854040011237
10,Housing area,13.299196615866,52.4857062509014
10,Housing area,13.2980515967518,52.4792735357537
130,Park / green space,13.291373844424,52.4841559795056
10,Housing area,13.284079182471,52.4839191018731
10,Housing area,13.2872400929254,52.4835733307297
10,Housing area,13.2907850428743,52.4830966251251
190,Sport use,13.290213698144,52.483476671863
21,Mixed area,13.294463572712,52.4833812346479
50,Public / special use,13.2939413349537,52.4823262987932
130,Park / green space,13.29286687886,52.4821044514219
110,Body of water,13.2928237241109,52.4821701210033
10,Housing area,13.2820238226904,52.482699206521
10,Housing area,13.2833517488494,52.4821839210747
10,Housing area,13.2847547790889,52.4816044945727
10,Housing area,13.2863633975161,52.4816106072461
10,Housing area,13.2880830429089,52.4820127479325
10,Housing area,13.2978710834677,52.4778435796169
10,Housing area,13.2817791485713,52.4807990240574
10,Housing area,13.2831364722173,52.480376351702
21,Mixed area,13.2842920517155,52.4799656029076
80,Traffic area (without roads),13.2858852695642,52.4795404754405
21,Mixed area,13.2877662911105,52.4801264141715
10,Housing area,13.289810632675,52.4805793672309
10,Housing area,13.2914546477107,52.4804783751616
10,Housing area,13.2931482771326,52.4802924447526
10,Housing area,13.2948592118346,52.4803677824776
130,Park / green space,13.2947261030966,52.4792242892474
21,Mixed area,13.2815548827073,52.4781853219481
50,Public / special use,13.2817387811661,52.4792878345088
10,Housing area,13.2832002182926,52.4790702892921
50,Public / special use,13.2875430132488,52.4786305816909
10,Housing area,13.2895182919986,52.478318573182
10,Housing area,13.2912013587373,52.4782263217176
10,Housing area,13.2928974592966,52.4781256317212
10,Housing area,13.2945723237309,52.4780325528689
21,Mixed area,13.2827379621671,52.477193213088
21,Mixed area,13.2839979241886,52.4775135113424
10,Housing area,13.2854220178661,52.4776414959427
10,Housing area,13.2870350899956,52.4768170475232
130,Park / green space,13.2885167881879,52.4771634672445
10,Housing area,13.2885777388356,52.4761704027199
21,Mixed area,13.2897187344251,52.4767071168372
130,Park / green space,13.2909636870494,52.4769955593499
50,Public / special use,13.2935270613676,52.4764969682167
10,Housing area,13.2928069814351,52.4754154710019
10,Housing area,13.2966396637899,52.4743762493521
10,Housing area,13.2992584983672,52.4739011706402
130,Park / green space,13.2827202487675,52.4763031689187
21,Mixed area,13.2842830868906,52.4752620630744
10,Housing area,13.2860056911505,52.4755237502713
10,Housing area,13.287890371306,52.4742955136172
10,Housing area,13.2891548396311,52.4748751454831
150,Cemetery,13.2923778728583,52.4736152895995
10,Housing area,13.2921311175864,52.4744388211649
10,Housing area,13.2977117631207,52.4728111834278
10,Housing area,13.2810154784222,52.475778826525
10,Housing area,13.2798361009916,52.4750220133236
10,Housing area,13.2827724491047,52.4744589469132
10,Housing area,13.2815130298405,52.4737645957309
10,Housing area,13.2865992864465,52.4735625843696
10,Housing area,13.2893295403583,52.4730034996254
10,Housing area,13.2906909603412,52.4728352350895
10,Housing area,13.2923708957736,52.4723664639552
140,City square / promenade,13.2916618958699,52.4721565968255
10,Housing area,13.2735737525249,52.471391544939
10,Housing area,13.2765229324882,52.473992663625
10,Housing area,13.2756608165729,52.4729917059029
10,Housing area,13.2755327097318,52.472134602549
10,Housing area,13.2754240204116,52.4712765888216
10,Housing area,13.2752767987171,52.4704016215024
10,Housing area,13.2751688268893,52.4695098357965
10,Housing area,13.2750777153317,52.4686398454077
10,Housing area,13.2775001854393,52.4708609996561
10,Housing area,13.2796312416288,52.4728202402862
10,Housing area,13.2815670315084,52.4708871901884
10,Housing area,13.2804723522433,52.4700169934191
10,Housing area,13.2794385184219,52.4692402588804
130,Park / green space,13.2802167661629,52.4735115298918
130,Park / green space,13.2833449353592,52.4711290860451
10,Housing area,13.283781844469,52.4721018594549
10,Housing area,13.2850666674063,52.4727722135331
10,Housing area,13.2857317827983,52.4706865767085
10,Housing area,13.2872251491158,52.471189478423
10,Housing area,13.2886004184322,52.472008975939
10,Housing area,13.2908793691097,52.4715783919348
130,Park / green space,13.2896552999472,52.4704701361637
10,Housing area,13.2908976004706,52.470615844583
10,Housing area,13.2925977035112,52.4709002647649
50,Public / special use,13.293556370705,52.4704165063814
10,Housing area,13.294678647444,52.4712992347023
10,Housing area,13.2960314963421,52.4714996887549
10,Housing area,13.2975678577614,52.4715681235406
10,Housing area,13.2964722843371,52.4701051117354
130,Park / green space,13.2963064510288,52.47375410753
130,Park / green space,13.2902863918661,52.4744423299596
130,Park / green space,13.2899534757336,52.4729123579046
130,Park / green space,13.2896961884581,52.4715289053774
130,Park / green space,13.2835222356091,52.4748858333796
130,Park / green space,13.2858283568168,52.4731718938362
130,Park / green space,13.2880577617608,52.4715034451371
130,Park / green space,13.306352951332,52.4826858423207
190,Sport use,13.3011912998897,52.4829873226276
40,Commercial and industrial area,13.3053174214741,52.4810077861522
60,Utility area,13.3086672548717,52.4805980097698
40,Commercial and industrial area,13.3078812752991,52.4786441581239
40,Commercial and industrial area,13.3046642179153,52.4780765872408
10,Housing area,13.2951241739801,52.4727843956794
130,Park / green space,13.2852937239431,52.4800371063573
10,Housing area,13.2965949710702,52.4799317508426
10,Housing area,13.2963444363662,52.4779315840393
10,Housing area,13.2961281117986,52.4760703169027
100,Forest,13.1930448472806,52.4853576528864
100,Forest,13.2067444230769,52.4998089999894
100,Forest,13.202391092742,52.4971005877973
100,Forest,13.1997264036066,52.4957893960619
100,Forest,13.2007513057232,52.4934150544149
100,Forest,13.2015842075863,52.4918884798613
100,Forest,13.2007982836654,52.4909490792453
100,Forest,13.2000532883804,52.4924831613358
100,Forest,13.2003334113323,52.4882382604266
100,Forest,13.2018366104238,52.490287731361
100,Forest,13.1992937857935,52.4869031883121
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.1963118027759,52.4963032539991
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.1955496035267,52.4933952196839
100,Forest,13.1950335029972,52.4950500440822
100,Forest,13.1986747672383,52.4919882022654
21,Mixed area,13.1984538418268,52.4940216906744
100,Forest,13.1975630061724,52.492993833616
100,Forest,13.1987671219182,52.4898757797659
100,Forest,13.1940454740845,52.4910804413535
100,Forest,13.1956976331764,52.492522255428
100,Forest,13.1935826378429,52.4922017688708
100,Forest,13.1959672188774,52.4913377183003
100,Forest,13.1915835141055,52.4900080154163
100,Forest,13.1922895684139,52.4897381890112
100,Forest,13.1936764936601,52.4895690495415
100,Forest,13.1926186432614,52.4864913016593
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.1918957530842,52.4879664761567
100,Forest,13.1944360061995,52.4866069629705
100,Forest,13.1961773178424,52.4880034732564
100,Forest,13.1949949180087,52.48426757512
100,Forest,13.196701893974,52.4825976192306
100,Forest,13.1966366756145,52.4820011314348
100,Forest,13.196261143286,52.4812728853578
100,Forest,13.1974680911421,52.4853418958045
100,Forest,13.2004442938618,52.4866704703014
100,Forest,13.2023190505469,52.4913500966694
100,Forest,13.2032077417475,52.4915094285089
100,Forest,13.2013091081809,52.4890575778874
100,Forest,13.2026558336981,52.4886670015862
190,Sport use,13.2102117128427,52.5015311756645
100,Forest,13.2217693413256,52.5013261786248
100,Forest,13.2246814152385,52.5028242358265
100,Forest,13.2194947163431,52.5018288879585
100,Forest,13.2205826170287,52.5026106484345
100,Forest,13.2179156739051,52.5017325697471
100,Forest,13.2167199844022,52.5004361315542
100,Forest,13.2160082162449,52.5018182715554
100,Forest,13.2145461161895,52.5013311533068
100,Forest,13.2116273444229,52.5017439642579
100,Forest,13.2120145359833,52.5015759652071
100,Forest,13.2124569037892,52.5008698045978
100,Forest,13.2142982399502,52.5004536683356
60,Utility area,13.2234396273494,52.5015257038271
100,Forest,13.235467263916,52.4920125218908
100,Forest,13.2338060066603,52.5011719112508
100,Forest,13.2447229325139,52.5039680006542
100,Forest,13.2395895194707,52.503852346249
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2349894506217,52.5036643608647
100,Forest,13.2327494297819,52.5033861853847
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2477210838841,52.5017973725947
100,Forest,13.2420707802989,52.5009270171887
100,Forest,13.2380732900122,52.5005650158574
100,Forest,13.2369197784487,52.5024028193684
100,Forest,13.2349973803459,52.5005393341437
100,Forest,13.2387721709877,52.5014830114961
100,Forest,13.2356406320977,52.4991093433464
100,Forest,13.2399668880489,52.4994934594422
100,Forest,13.2345951605562,52.5027901764566
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2308938460783,52.503398105352
100,Forest,13.2303691945062,52.5023893152934
100,Forest,13.228083300374,52.4987424633192
100,Forest,13.2286340865235,52.4982561707316
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2277213694016,52.5008610372048
100,Forest,13.2192886507123,52.4984097346525
100,Forest,13.2065111444393,52.499085877242
100,Forest,13.2077894812051,52.4993659784913
100,Forest,13.2087804384295,52.4999191793215
100,Forest,13.2123519181649,52.4995172113568
100,Forest,13.216158148007,52.4990064264101
100,Forest,13.2093358759324,52.4984230585676
100,Forest,13.2121364683357,52.4985042722007
100,Forest,13.2109328727713,52.4979456502078
100,Forest,13.2427456583536,52.4974465268086
100,Forest,13.2428105675333,52.4935253380502
100,Forest,13.240973538064,52.4973882097261
100,Forest,13.2370805130737,52.497506122938
100,Forest,13.2425742768452,52.4967388854661
100,Forest,13.2371676981154,52.4948366561623
80,Traffic area (without roads),13.2372242491515,52.4929340751538
100,Forest,13.235593946929,52.4945950593366
100,Forest,13.233984959273,52.4942569888757
100,Forest,13.235524883558,52.493365968427
100,Forest,13.233391339427,52.4928148092386
100,Forest,13.2396672579421,52.5028763267438
100,Forest,13.2373574262178,52.4904907242317
100,Forest,13.2353756625598,52.4904248287304
100,Forest,13.2328744964675,52.5001506921144
100,Forest,13.2306872512972,52.4961642260574
100,Forest,13.2314998315375,52.4968783280472
100,Forest,13.2331135858079,52.4956284013633
100,Forest,13.2326684132947,52.4940135639819
100,Forest,13.2234289742359,52.4987366935526
100,Forest,13.229617788892,52.495541678071
100,Forest,13.2277651519446,52.4951145387339
100,Forest,13.2240585719794,52.4958144579182
100,Forest,13.2260482468026,52.4958051721816
100,Forest,13.2264776883411,52.4944022676425
100,Forest,13.2231595773235,52.4953361235692
100,Forest,13.2198443453791,52.497043804665
100,Forest,13.2210326047251,52.4954877313344
100,Forest,13.2198449856695,52.4936761235742
100,Forest,13.2157228004974,52.4925013471353
100,Forest,13.2304371311888,52.4906332824877
100,Forest,13.2294955527954,52.4925890677867
100,Forest,13.2315388161783,52.4924342672879
100,Forest,13.226706589128,52.4933752470973
100,Forest,13.2282603102303,52.4906965723107
100,Forest,13.2213811280398,52.4906777966193
100,Forest,13.2241556364026,52.4914300163071
100,Forest,13.2212774751119,52.4914764632781
100,Forest,13.2219887230217,52.4928674262051
100,Forest,13.2208844142304,52.4900526713637
100,Forest,13.2175908866594,52.4902552142336
100,Forest,13.211253404119,52.4953474644167
100,Forest,13.2108122810939,52.4949548275771
100,Forest,13.2171888643835,52.4944381373514
100,Forest,13.2154364748909,52.4937410067523
100,Forest,13.2123442822807,52.4941741581645
100,Forest,13.2085875298541,52.4941384079755
150,Cemetery,13.2108310189139,52.4927408865577
100,Forest,13.2028798235178,52.4966877157903
100,Forest,13.2016809522982,52.4946910217788
100,Forest,13.2006681184265,52.4952832948725
100,Forest,13.2047849223931,52.4931050697554
100,Forest,13.2091418054473,52.4915775079335
10,Housing area,13.2101209025582,52.4919522059333
100,Forest,13.214144025372,52.4918901617465
100,Forest,13.2052975205685,52.4918977949455
100,Forest,13.2043445856197,52.4917560107871
100,Forest,13.2081545814285,52.4982716463645
100,Forest,13.2118398646929,52.4967463417194
100,Forest,13.2046597434275,52.4962400414067
100,Forest,13.2076043238329,52.4945389108027
100,Forest,13.2390277254826,52.4921582270691
100,Forest,13.2421376399884,52.4916118419651
100,Forest,13.2267421090559,52.4989016503834
100,Forest,13.2316395797442,52.4919852601772
100,Forest,13.2311823486653,52.4981412901486
100,Forest,13.2259379792196,52.4932815963822
160,Allotment garden,13.248186504243,52.4926461268736
100,Forest,13.2524106633241,52.5021120770307
100,Forest,13.2535474663979,52.5036352617328
100,Forest,13.2513320316301,52.498428033374
100,Forest,13.2526009145207,52.5000271820247
100,Forest,13.2563792719641,52.4938921595544
100,Forest,13.256290734816,52.4930279137906
100,Forest,13.2543863966879,52.4938686962915
21,Mixed area,13.2593601092074,52.4897450895158
130,Park / green space,13.2597630911348,52.4891144788192
100,Forest,13.2577815661346,52.4899289595726
100,Forest,13.2553848802255,52.4920349132832
100,Forest,13.2573042209215,52.4912425074167
100,Forest,13.2544389408799,52.4911297162919
172,"Fallow area, meadow-like vegetation",13.253015713003,52.4900973422902
100,Forest,13.2523051960529,52.4920692932516
100,Forest,13.2561825866738,52.4895751488908
100,Forest,13.2575104044428,52.4879124512467
100,Forest,13.2526271048138,52.4892866181974
100,Forest,13.2512019322671,52.4955648097462
100,Forest,13.2454768522599,52.4938893677384
100,Forest,13.2458866618877,52.4910042926026
100,Forest,13.2512361280045,52.4912415683825
100,Forest,13.2501381889798,52.4903889173662
100,Forest,13.2544983002547,52.48851454062
100,Forest,13.2558653611161,52.4870586666263
100,Forest,13.1970302362072,52.4783779269768
100,Forest,13.1927058384561,52.4795237586798
100,Forest,13.1935194967188,52.4723969723016
100,Forest,13.1948318123682,52.4782490508616
100,Forest,13.1971492459585,52.4767135638433
100,Forest,13.1935644305444,52.4800276486118
100,Forest,13.1937098862832,52.479438600757
100,Forest,13.1985866094628,52.4743067155057
100,Forest,13.1938835441699,52.4745588868497
100,Forest,13.1960082093176,52.4752462050469
100,Forest,13.1960054735331,52.4726722093202
100,Forest,13.191786569353,52.4756911074466
100,Forest,13.1938741783704,52.4742600341268
100,Forest,13.1925218157253,52.4749762250339
100,Forest,13.1985490724522,52.4717363028605
100,Forest,13.1988222061936,52.4698895345089
100,Forest,13.1986187962296,52.4735445790637
100,Forest,13.1979744732994,52.4767193902736
100,Forest,13.1956033794352,52.4799605756278
100,Forest,13.1921188906848,52.4785045870748
110,Body of water,13.2127302162567,52.4822109582304
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2431045189191,52.4892434052755
100,Forest,13.2439593071761,52.4893846952229
100,Forest,13.232846774338,52.4892737389622
100,Forest,13.2357460372362,52.4891975385064
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2401245332962,52.4880579052263
100,Forest,13.2407508717761,52.4863391899431
100,Forest,13.2391597434558,52.4848723300353
100,Forest,13.2362156693745,52.4823962685514
100,Forest,13.2263264234045,52.4896001000959
100,Forest,13.2146136896622,52.4777137929727
100,Forest,13.2242048564342,52.4897060972798
100,Forest,13.2176680787755,52.4886807429505
100,Forest,13.2136346611923,52.4901359311741
100,Forest,13.2165500098508,52.4893665848986
100,Forest,13.2062122627958,52.4910721870921
100,Forest,13.2051107846796,52.4905165866066
100,Forest,13.2346566539574,52.4859216804571
100,Forest,13.2290366378547,52.4885280009364
100,Forest,13.2211078936043,52.4884868261493
100,Forest,13.2261638875526,52.4856006321536
100,Forest,13.2236945738291,52.4870187640746
100,Forest,13.2202877438712,52.4844421958515
100,Forest,13.2315917713824,52.4831335289004
100,Forest,13.2291308370893,52.4809623501335
100,Forest,13.2228420482702,52.4828884593203
100,Forest,13.2200319816457,52.4803027187169
100,Forest,13.2149825844107,52.4876747682851
100,Forest,13.2137958283521,52.4863127820408
100,Forest,13.2174205600209,52.4860916275286
100,Forest,13.2100236968663,52.489542810745
100,Forest,13.2117590104346,52.4870107282729
100,Forest,13.2110948769011,52.4879236417812
100,Forest,13.2120540650197,52.4849371230199
100,Forest,13.2065483078673,52.4864808932028
100,Forest,13.204520683693,52.4833590979059
100,Forest,13.2103814765543,52.4852189571601
100,Forest,13.2142806442685,52.4828643058483
100,Forest,13.2116626248014,52.4817559514843
100,Forest,13.2172375747606,52.4818984146286
100,Forest,13.2130091491317,52.4803139817477
100,Forest,13.2100355969764,52.4802928474888
50,Public / special use,13.1982540358262,52.4795725953009
100,Forest,13.1978831194723,52.4843824371097
100,Forest,13.1995296419081,52.4821224602544
100,Forest,13.1981474360958,52.4846027951103
80,Traffic area (without roads),13.1977631276928,52.4802471945409
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2234083242497,52.4790288357438
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2274966252705,52.4772958125877
100,Forest,13.2280644644674,52.4756854790975
100,Forest,13.2321671818558,52.4748442632744
100,Forest,13.228022436892,52.4793987354629
100,Forest,13.2324024462975,52.4757923946981
100,Forest,13.2330198217395,52.4770723332257
100,Forest,13.2199075056919,52.4784939136305
100,Forest,13.2231411530064,52.4769831105236
100,Forest,13.220115796171,52.4767615060942
100,Forest,13.2236227799089,52.4751948481041
100,Forest,13.2162326233075,52.4790164438512
100,Forest,13.2292938365294,52.4738909221144
100,Forest,13.2294758802327,52.4728324884114
100,Forest,13.2278613602601,52.471623983379
100,Forest,13.2344482269358,52.4705441160135
100,Forest,13.2323578485006,52.4714639066688
100,Forest,13.2315911127562,52.4738974700966
100,Forest,13.2343584703363,52.4720959393716
100,Forest,13.224676724316,52.4706422009744
100,Forest,13.2222539292724,52.4742576758978
171,"Fallow area, no vegetation",13.2219371001924,52.4711209598569
172,"Fallow area, meadow-like vegetation",13.2153228251138,52.4774377962978
100,Forest,13.2127109145333,52.4785561107199
100,Forest,13.2127898928995,52.4764477116371
100,Forest,13.1987383032379,52.4771348358185
100,Forest,13.200314373766,52.4742627718128
100,Forest,13.1995630723225,52.474476365447
100,Forest,13.2002132121188,52.4753881347085
100,Forest,13.2003194149146,52.477490009229
100,Forest,13.2182808138442,52.4727095885771
100,Forest,13.2132216864946,52.4731701562854
100,Forest,13.2148661184572,52.4736561208055
100,Forest,13.2161142644066,52.4705933040708
100,Forest,13.2065078099962,52.4742137094088
100,Forest,13.2109897775943,52.4711832250432
100,Forest,13.2131380330112,52.4709538103714
100,Forest,13.2092191608807,52.469992915795
100,Forest,13.2058232701591,52.4728341418432
100,Forest,13.20284474554,52.47250338666
100,Forest,13.2008125994197,52.4716800201003
100,Forest,13.2048645010452,52.470700484624
100,Forest,13.2001920387306,52.4693359777657
100,Forest,13.2023671109838,52.4809104700613
100,Forest,13.200877319794,52.4794556440791
100,Forest,13.2080804518181,52.4770424088419
100,Forest,13.2123002316171,52.4748567964223
100,Forest,13.2131299820403,52.4828681987306
100,Forest,13.2161738066716,52.4771417927128
100,Forest,13.2138949753773,52.4772966677415
100,Forest,13.2458278465494,52.4846614148
100,Forest,13.2479334645312,52.4890707878358
100,Forest,13.2463193008751,52.4895156064794
80,Traffic area (without roads),13.2545657169796,52.4872691745918
200,Tree nursery / horticulture,13.2508168155821,52.4875186408468
100,Forest,13.25156332964,52.4841267550169
