usage,usage_plain,lng,lat
10,Housing area,13.3309202226649,52.5196735316836
10,Housing area,13.3314590621748,52.5205743904376
10,Housing area,13.3321220145934,52.5191351729345
140,City square / promenade,13.3327837099789,52.5188528739357
10,Housing area,13.3333908120997,52.5197370279844
190,Sport use,13.3320688994157,52.5180276626139
110,Body of water,13.3307737892249,52.5189436647685
130,Park / green space,13.3338883729919,52.512986827856
60,Utility area,13.3319188361587,52.5097657478189
50,Public / special use,13.3323530765858,52.5106983455863
40,Commercial and industrial area,13.3334369188042,52.5102916879054
110,Body of water,13.3329948498813,52.5123945819323
10,Housing area,13.2886925081953,52.5201412312276
130,Park / green space,13.2742638776431,52.519114888372
130,Park / green space,13.2770439349602,52.5186045075549
21,Mixed area,13.2810312220574,52.5200066133795
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.281293241866,52.5203752760426
50,Public / special use,13.2773030745626,52.5202277209494
130,Park / green space,13.2952287856637,52.5204715406481
140,City square / promenade,13.2950491364736,52.5198022486686
130,Park / green space,13.2933398001014,52.5220192876266
40,Commercial and industrial area,13.2853025393622,52.5203159541893
40,Commercial and industrial area,13.2841819917776,52.5208279672699
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.28245023739,52.5219400057716
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2860151183865,52.5262645113424
40,Commercial and industrial area,13.3243574912516,52.520239143371
40,Commercial and industrial area,13.3243740568294,52.5187620584929
50,Public / special use,13.3215387376907,52.5198002403176
130,Park / green space,13.3220925270125,52.51841492232
130,Park / green space,13.3283832153846,52.5152570097653
40,Commercial and industrial area,13.3301346260091,52.5154386921256
50,Public / special use,13.3328571032224,52.5140501222728
40,Commercial and industrial area,13.333473997596,52.5147779593456
40,Commercial and industrial area,13.3284324316506,52.5201025814875
40,Commercial and industrial area,13.3272136611869,52.5186986242136
40,Commercial and industrial area,13.3316145050799,52.5165306732497
80,Traffic area (without roads),13.3293067747521,52.5175836044606
40,Commercial and industrial area,13.3274561712861,52.5170234495413
40,Commercial and industrial area,13.3283268264985,52.5163217867476
21,Mixed area,13.3264662886082,52.5177356711714
21,Mixed area,13.3193326766778,52.5205938187984
110,Body of water,13.3168381709372,52.5201869295345
110,Body of water,13.3218540241587,52.518325460578
110,Body of water,13.3278130433364,52.5153961723693
21,Mixed area,13.3007069312087,52.5200026626717
10,Housing area,13.3043106823165,52.5202131301828
10,Housing area,13.3028843245417,52.519542842212
10,Housing area,13.3037258289806,52.5187977296838
10,Housing area,13.3054294758295,52.5185734937685
21,Mixed area,13.3073950576321,52.5191459264872
130,Park / green space,13.3100351627406,52.5202392669278
50,Public / special use,13.3102437707536,52.5191874305877
10,Housing area,13.3130745565293,52.5192197323295
10,Housing area,13.315156295605,52.5189571778778
130,Park / green space,13.3166561070609,52.5197591604987
10,Housing area,13.3172925131005,52.5186545462673
10,Housing area,13.318961353889,52.5182767234895
10,Housing area,13.3204759595525,52.5176782707709
50,Public / special use,13.322729457276,52.5168768031914
50,Public / special use,13.3092529794703,52.5175089680252
130,Park / green space,13.3123350669094,52.5180458142744
50,Public / special use,13.3123695801374,52.5170751459973
10,Housing area,13.3125453761237,52.5162057487411
10,Housing area,13.3149529696401,52.5165621496213
150,Cemetery,13.3157823753651,52.5171557590766
10,Housing area,13.3179590465863,52.5168053033697
50,Public / special use,13.3196307125352,52.5162653329552
50,Public / special use,13.3217110388812,52.5156162415659
21,Mixed area,13.2860990586397,52.5179415450073
10,Housing area,13.2885250538735,52.5182506426632
130,Park / green space,13.2913767397857,52.5184039480411
10,Housing area,13.2942397752282,52.5184006014748
50,Public / special use,13.2972231730815,52.5190027840698
10,Housing area,13.2973481271272,52.518237123153
10,Housing area,13.2992086965919,52.5180951852902
10,Housing area,13.3004136595378,52.5187305076659
10,Housing area,13.3014895618999,52.5179707706782
10,Housing area,13.3033142117841,52.5178291842099
10,Housing area,13.3049542371501,52.517562954046
10,Housing area,13.2888454052377,52.5171134279156
10,Housing area,13.2919542036887,52.5173004283224
10,Housing area,13.2948857810979,52.5172148836369
10,Housing area,13.2974931756118,52.5173581181923
21,Mixed area,13.2868296086337,52.5153012448319
21,Mixed area,13.2891325190289,52.515921060955
10,Housing area,13.2922310380171,52.516107933178
10,Housing area,13.2950589641441,52.516191944598
50,Public / special use,13.2976077673558,52.5164088467549
130,Park / green space,13.2989595274377,52.5162315454283
10,Housing area,13.2999132662307,52.5164339457444
10,Housing area,13.3003582443607,52.5156069522719
10,Housing area,13.301694298346,52.5162623804148
50,Public / special use,13.3025037330806,52.5172145747986
10,Housing area,13.3036359676714,52.5168910627068
10,Housing area,13.3036579771695,52.5160522923641
10,Housing area,13.3054186096834,52.5169875010984
10,Housing area,13.3056109990003,52.5161554979265
10,Housing area,13.289546511919,52.5142183730885
10,Housing area,13.2924168421505,52.5143871040756
50,Public / special use,13.2928130080415,52.5143836099712
10,Housing area,13.2953795706135,52.5145788697567
10,Housing area,13.3001178848447,52.5144190174112
10,Housing area,13.3020271388945,52.5144530222451
10,Housing area,13.3037777279801,52.5151302685733
10,Housing area,13.3039273300044,52.5140744296128
10,Housing area,13.3057259579018,52.5152354706118
10,Housing area,13.3058615571671,52.5141172242163
10,Housing area,13.3083766552463,52.516053509512
130,Park / green space,13.3082282894794,52.5153496054461
50,Public / special use,13.307878653261,52.5142902429803
190,Sport use,13.3090414821987,52.514411822742
21,Mixed area,13.311187844542,52.5146581392672
21,Mixed area,13.2875855794216,52.5121040277506
10,Housing area,13.2875367202505,52.5109106241216
10,Housing area,13.2899184095098,52.512736590853
10,Housing area,13.2902297581917,52.5115177966429
10,Housing area,13.2929346597721,52.5128514992666
10,Housing area,13.292215268709,52.5117769598889
10,Housing area,13.2943849935832,52.5113124792236
10,Housing area,13.2956532451408,52.5125288372836
130,Park / green space,13.2966966855312,52.5114729573502
10,Housing area,13.2984952257386,52.5123453361561
10,Housing area,13.3005189607721,52.5124190207439
21,Mixed area,13.3021578738278,52.5131288658646
10,Housing area,13.3039321143265,52.5131741152558
21,Mixed area,13.3023029543971,52.5121410305475
50,Public / special use,13.3035160537396,52.5121720313664
40,Commercial and industrial area,13.3044867587674,52.5122831800645
21,Mixed area,13.3062035568555,52.5125618862182
50,Public / special use,13.3084987312409,52.5127552472141
21,Mixed area,13.3110011372772,52.5127936969855
21,Mixed area,13.3138639233011,52.5137485249591
50,Public / special use,13.3132923966673,52.513048006584
130,Park / green space,13.2961092503077,52.5184675568781
130,Park / green space,13.2962804496674,52.5172915375619
130,Park / green space,13.2964581011553,52.5162771384397
130,Park / green space,13.2967263726508,52.5146795715886
130,Park / green space,13.3217224862638,52.5181167341819
10,Housing area,13.2974801572928,52.5147346634445
190,Sport use,13.2983696620367,52.5145375476894
80,Traffic area (without roads),13.2847171316304,52.5174698287806
40,Commercial and industrial area,13.2855636967174,52.5162402451421
80,Traffic area (without roads),13.2851215758223,52.5155450019851
80,Traffic area (without roads),13.2858144058086,52.5116586313376
21,Mixed area,13.3178320522135,52.5149957192032
40,Commercial and industrial area,13.3207630885182,52.5141010118046
21,Mixed area,13.3159475457295,52.5132715852232
21,Mixed area,13.3186159073164,52.5130433891914
30,Core area,13.3197613486317,52.5116430633057
21,Mixed area,13.3240716577425,52.509485157759
130,Park / green space,13.3259022739804,52.5087114190584
50,Public / special use,13.3271718330145,52.5110863702051
30,Core area,13.3306308903438,52.5085002554399
21,Mixed area,13.3237769600989,52.5078477753941
21,Mixed area,13.3248390720957,52.5067895354009
21,Mixed area,13.326991908565,52.5070311377274
30,Core area,13.3293330267453,52.506480724453
30,Core area,13.3313323135456,52.5058022696216
30,Core area,13.3326350193094,52.5055579252444
21,Mixed area,13.3243874363794,52.5051980042766
21,Mixed area,13.3267142879578,52.5050798847657
21,Mixed area,13.3083201785574,52.5011033909642
21,Mixed area,13.3102712326245,52.5010310455362
21,Mixed area,13.3119197770828,52.5015079640655
21,Mixed area,13.3142116735637,52.5020657400115
21,Mixed area,13.3160078484621,52.50216719923
21,Mixed area,13.3182398526449,52.5022963545669
30,Core area,13.3205967063434,52.5023785470693
21,Mixed area,13.3232058536783,52.5033571034502
30,Core area,13.3247046585971,52.5040597171328
30,Core area,13.326496007605,52.5038002209437
30,Core area,13.3294525983399,52.5043053451147
30,Core area,13.332582551673,52.5047056040134
21,Mixed area,13.3141423687174,52.5002358677901
10,Housing area,13.3158136663142,52.5002694566892
30,Core area,13.3179898323532,52.500451134022
30,Core area,13.3204608856036,52.5006961079712
30,Core area,13.3234476837978,52.5010102901893
10,Housing area,13.3261965837697,52.5013624478538
10,Housing area,13.3281183350456,52.5016552369653
30,Core area,13.3300204195203,52.501891890662
30,Core area,13.3318958958782,52.5018327563545
30,Core area,13.3332507591964,52.5034210123825
10,Housing area,13.3347097873879,52.5010951178466
130,Park / green space,13.3274421646864,52.515357802572
30,Core area,13.3283931947815,52.5051588389329
140,City square / promenade,13.3218904624774,52.5125949359935
50,Public / special use,13.3316993666057,52.5111922015616
50,Public / special use,13.3255115331421,52.5145760256617
140,City square / promenade,13.3171200184106,52.5015292061603
80,Traffic area (without roads),13.3291927770849,52.5050445985059
80,Traffic area (without roads),13.3266572298782,52.5046964444417
80,Traffic area (without roads),13.3239487826021,52.5048047727044
80,Traffic area (without roads),13.3323189343113,52.5073606335157
130,Park / green space,13.2905763955065,52.5099091691648
21,Mixed area,13.2855230729755,52.5093226732992
10,Housing area,13.2846479221827,52.5076753196387
10,Housing area,13.2848397467998,52.5067980923734
10,Housing area,13.2873428267037,52.5093327820894
10,Housing area,13.2912174887536,52.5072778685374
21,Mixed area,13.2936532130424,52.5099578672343
10,Housing area,13.2956283534884,52.509486686482
21,Mixed area,13.2941455371434,52.5076486872703
10,Housing area,13.2973690104831,52.5089451880189
21,Mixed area,13.2989584943814,52.5103539381816
10,Housing area,13.3007414208329,52.5104410820233
10,Housing area,13.3025341833902,52.5105187347873
10,Housing area,13.3043911843325,52.5106038586037
21,Mixed area,13.3065784460946,52.5107580535623
10,Housing area,13.3085885318408,52.5108952293588
21,Mixed area,13.3109751625547,52.5110816539326
10,Housing area,13.3136060637199,52.5112409911151
21,Mixed area,13.3163127603799,52.5113989320565
10,Housing area,13.2993703500232,52.5088604381286
10,Housing area,13.3010357370694,52.5088724126433
10,Housing area,13.3034470112884,52.5088015894677
40,Commercial and industrial area,13.3050678075789,52.508998883698
21,Mixed area,13.3070007541235,52.5094713501215
10,Housing area,13.3088263086709,52.5095569343965
10,Housing area,13.3107029399302,52.5096534134885
10,Housing area,13.3136396079382,52.5099390070499
50,Public / special use,13.3127380219756,52.509457161317
10,Housing area,13.3154922223346,52.5098101148837
10,Housing area,13.3172486732155,52.5098729430888
21,Mixed area,13.3079094498317,52.5083844929062
130,Park / green space,13.3104411236245,52.5083577899912
10,Housing area,13.3127490333839,52.5083236856272
10,Housing area,13.316106431176,52.5082946131578
10,Housing area,13.3192814053111,52.5081816173845
10,Housing area,13.321702112144,52.5079806655521
10,Housing area,13.297191305297,52.5074098723633
10,Housing area,13.2997625322995,52.5074160936385
10,Housing area,13.3013109751545,52.5073968951044
21,Mixed area,13.3043985272998,52.5073583719509
21,Mixed area,13.3080195974017,52.5072806463145
10,Housing area,13.3103237162744,52.5071999750389
10,Housing area,13.3126361292123,52.5071189046159
10,Housing area,13.3150124394905,52.5069975590375
10,Housing area,13.3167751246511,52.5068990208664
10,Housing area,13.3190019301233,52.5067653408698
10,Housing area,13.3209410632465,52.5066083673393
130,Park / green space,13.3224464124327,52.5061250303338
10,Housing area,13.2859684985932,52.5035091059388
21,Mixed area,13.2849016423733,52.5051994738848
10,Housing area,13.2860938139469,52.5037985296473
130,Park / green space,13.2873640059312,52.5046902867539
10,Housing area,13.2896709414736,52.5048348740965
50,Public / special use,13.2907289293835,52.505863753569
10,Housing area,13.2914917427377,52.504730228271
10,Housing area,13.2924902718424,52.5057707385591
10,Housing area,13.293737881458,52.506239413568
130,Park / green space,13.2954047802563,52.5064811634174
50,Public / special use,13.2946960432839,52.5056894222761
10,Housing area,13.2935875517413,52.5044408188616
10,Housing area,13.2929638106226,52.5034641716865
10,Housing area,13.2959751398169,52.5049518829972
10,Housing area,13.2970949449761,52.504217667067
10,Housing area,13.2978485956979,52.5058774885633
10,Housing area,13.3009972041882,52.5059346561857
21,Mixed area,13.3047120728347,52.5061665425947
30,Core area,13.3079208225997,52.5061701154755
21,Mixed area,13.3114245418859,52.5059793244478
21,Mixed area,13.3148045939528,52.5057660633844
10,Housing area,13.3165626477652,52.5056765662454
10,Housing area,13.3187916151867,52.505556945101
10,Housing area,13.3208468592573,52.505463844112
130,Park / green space,13.3223513633705,52.5054536926093
21,Mixed area,13.3061309581532,52.5041342566601
10,Housing area,13.30892839152,52.5049555864779
21,Mixed area,13.311891621681,52.5048982869533
10,Housing area,13.3105812717624,52.5039898013385
10,Housing area,13.3146772042973,52.5048160981038
10,Housing area,13.3145116929223,52.5038140228611
10,Housing area,13.3164332260749,52.5047208192967
10,Housing area,13.3162745445371,52.5037064854741
10,Housing area,13.318645997776,52.5045897492137
21,Mixed area,13.3184931557696,52.5035642547831
50,Public / special use,13.3211361290037,52.5040950395509
10,Housing area,13.3205955332066,52.5036557691222
130,Park / green space,13.2959749499793,52.5018680988796
10,Housing area,13.2989073693336,52.5023677487725
10,Housing area,13.3025151086373,52.502762756803
50,Public / special use,13.3020377656913,52.5026819305094
10,Housing area,13.3067563771914,52.5028124427925
21,Mixed area,13.3085078015925,52.5024823889103
10,Housing area,13.3109160311034,52.5027829563225
10,Housing area,13.298930933526,52.501362214422
10,Housing area,13.3012464966383,52.5009942289172
10,Housing area,13.3029038278692,52.5007142544024
140,City square / promenade,13.3023361015768,52.4994788053639
10,Housing area,13.3047425845356,52.5008336566846
130,Park / green space,13.2995665283391,52.5044850123637
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2814917790857,52.504060369897
130,Park / green space,13.2894600196792,52.5083876868925
130,Park / green space,13.2901261440639,52.5100701205002
10,Housing area,13.3044290283134,52.5026091900107
10,Housing area,13.3052646004784,52.5031722779202
21,Mixed area,13.306917724024,52.5015715486306
21,Mixed area,13.3061083668164,52.5005277460643
50,Public / special use,13.3202260250245,52.5100113226676
21,Mixed area,13.3223395396351,52.5099549066158
130,Park / green space,13.3047377795315,52.5054066789835
10,Housing area,13.305085572775,52.504516907308
130,Park / green space,13.3021972736768,52.503811597372
40,Commercial and industrial area,13.2985708981104,52.5029958381753
110,Body of water,13.2896554561351,52.5080080190717
110,Body of water,13.2883832622827,52.5049898905234
80,Traffic area (without roads),13.2839387678478,52.5085470645418
80,Traffic area (without roads),13.2835957773175,52.507665229993
80,Traffic area (without roads),13.2823807927887,52.503750679395
160,Allotment garden,13.2840330233947,52.5029279887155
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.281763599461,52.502890859909
80,Traffic area (without roads),13.2839296213859,52.5009000994244
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2821867434743,52.5009572166734
80,Traffic area (without roads),13.3198027554984,52.5050044235898
80,Traffic area (without roads),13.3189819770222,52.5051811911549
80,Traffic area (without roads),13.3147207530523,52.5053049516569
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.3103725782496,52.5054779334672
130,Park / green space,13.3014326488389,52.5048962512049
80,Traffic area (without roads),13.2980304976719,52.5034997572847
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2969669042653,52.5031909313933
80,Traffic area (without roads),13.3019582037046,52.5043492762703
80,Traffic area (without roads),13.3164311501642,52.505224965331
80,Traffic area (without roads),13.3057479994393,52.5050050832832
80,Traffic area (without roads),13.3045979407639,52.5050475990109
10,Housing area,13.2674800882728,52.5083926982495
10,Housing area,13.2658744787919,52.5069029815443
21,Mixed area,13.2669470019987,52.5074499376929
130,Park / green space,13.2691591512353,52.5075699280856
10,Housing area,13.268506276891,52.506590884728
130,Park / green space,13.2415560466514,52.5213071699526
10,Housing area,13.2440338844245,52.5102650121341
10,Housing area,13.2420305978546,52.5095264780895
10,Housing area,13.2490664439199,52.5115072528858
130,Park / green space,13.2515254512089,52.5112498754372
110,Body of water,13.2518425000359,52.5111313145249
50,Public / special use,13.252731857165,52.5110910391948
10,Housing area,13.2542747223704,52.5107917095303
10,Housing area,13.2481475823784,52.5107169648705
10,Housing area,13.2476271403343,52.5097821248904
130,Park / green space,13.2437364672374,52.5083617586087
10,Housing area,13.2470603519125,52.5086725636636
130,Park / green space,13.2505169649987,52.5095652260953
50,Public / special use,13.2524251399751,52.5087708735528
10,Housing area,13.2525648963773,52.5097134669666
10,Housing area,13.2551784420066,52.509218792721
190,Sport use,13.2114303532535,52.5050423386799
10,Housing area,13.2132345726224,52.5042317685331
10,Housing area,13.2158283429018,52.5076763322731
100,Forest,13.2147369521636,52.5078522865532
10,Housing area,13.2158490678656,52.5057421074506
100,Forest,13.219055022789,52.507910591809
150,Cemetery,13.2211531590648,52.5071151520044
100,Forest,13.2192732383767,52.5062493474653
150,Cemetery,13.2223243249121,52.5054307020885
100,Forest,13.2219607929821,52.5048011302008
130,Park / green space,13.2280551217509,52.5065291495447
130,Park / green space,13.2427277080266,52.5068880648218
10,Housing area,13.2445538333659,52.5067793972466
10,Housing area,13.2478165883326,52.5069660282308
10,Housing area,13.2527260038696,52.5072788907398
130,Park / green space,13.2506156439634,52.5071427391313
10,Housing area,13.2556938487638,52.5075623630819
10,Housing area,13.2328492457319,52.5049378258594
10,Housing area,13.2428797772891,52.5052877880326
10,Housing area,13.2458088468954,52.5056968888189
10,Housing area,13.2487767745815,52.5058893509621
10,Housing area,13.2529122509966,52.5061614394597
130,Park / green space,13.2507988461721,52.5060199706757
10,Housing area,13.2550511908715,52.5064217603466
10,Housing area,13.2489370320283,52.5051282167424
100,Forest,13.2564653866129,52.5055047693847
10,Housing area,13.2593221893428,52.5072641443007
10,Housing area,13.261609951828,52.5066236245929
10,Housing area,13.260241109587,52.5031325780863
10,Housing area,13.2615209350807,52.5028292668447
10,Housing area,13.2631505859621,52.5031075224694
50,Public / special use,13.2567425032332,52.5022567291564
100,Forest,13.2547131755586,52.5011079969114
190,Sport use,13.2601351075224,52.5007709954922
160,Allotment garden,13.2579065783116,52.4997285137953
190,Sport use,13.2552368055726,52.4979253678694
190,Sport use,13.2644050984233,52.5009054933918
130,Park / green space,13.2674753226444,52.498973251412
130,Park / green space,13.2700271487547,52.4979959625268
10,Housing area,13.2662598284126,52.4979587736452
10,Housing area,13.2671198683293,52.4976530562837
10,Housing area,13.267941207117,52.4972464632616
10,Housing area,13.2688619329648,52.4968101755783
10,Housing area,13.2646410765787,52.4966130457505
10,Housing area,13.2654333991666,52.4962884161703
10,Housing area,13.2660807210092,52.4959710594814
10,Housing area,13.2670297127904,52.4955305381164
10,Housing area,13.262801740222,52.4955209419541
10,Housing area,13.2641727854246,52.4949033591201
10,Housing area,13.2654366314076,52.4943094764823
10,Housing area,13.2610825615335,52.4941740697041
10,Housing area,13.2623919804719,52.4935776753285
130,Park / green space,13.2530997231424,52.5082872731808
130,Park / green space,13.2461196416094,52.5078674194962
130,Park / green space,13.2372762594541,52.5073357519115
130,Park / green space,13.2298991672979,52.5069211995963
130,Park / green space,13.2231582958386,52.5078598069514
130,Park / green space,13.2605268363052,52.5036677296177
130,Park / green space,13.2706150195458,52.4977500553471
80,Traffic area (without roads),13.2766764422709,52.5020384379726
80,Traffic area (without roads),13.2751430207754,52.4989160515579
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.277864600062,52.5023375250333
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2783520786911,52.503080076072
100,Forest,13.2791404957884,52.5026794308332
100,Forest,13.2796726349471,52.5021168332385
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2795266057114,52.5016598250919
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2793018139734,52.5014958566837
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2803703540001,52.5008077399753
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2805950418591,52.5013363307332
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2809395625883,52.5014803557503
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2810875018221,52.5010044321734
40,Commercial and industrial area,13.2576071223758,52.5081551839128
40,Commercial and industrial area,13.26052247788,52.508133936656
50,Public / special use,13.271501148806,52.5039457758774
50,Public / special use,13.2704953370123,52.500250613829
130,Park / green space,13.2735448610801,52.5044703489095
21,Mixed area,13.2639614629138,52.5080559999409
190,Sport use,13.2285139475511,52.5123239056971
190,Sport use,13.2258294941596,52.5118597465636
10,Housing area,13.2281864328318,52.5105002603037
50,Public / special use,13.2732071214104,52.4994258069504
80,Traffic area (without roads),13.2463432682986,52.5152635521306
10,Housing area,13.238901654335,52.5097704361175
50,Public / special use,13.2370331086791,52.5081592911625
10,Housing area,13.2400441188191,52.5084798243922
130,Park / green space,13.2476151293856,52.519635613903
130,Park / green space,13.2502195142415,52.5165357239976
172,"Fallow area, meadow-like vegetation",13.2303137616917,52.5103210389449
150,Cemetery,13.250962588708,52.5138012901076
110,Body of water,13.2501552320767,52.5140835069775
40,Commercial and industrial area,13.216650936553,52.5112132392859
100,Forest,13.2180821311933,52.5111766461058
10,Housing area,13.2191779009235,52.5107606319534
100,Forest,13.2209710527049,52.5127536760478
10,Housing area,13.221954074633,52.5119839367823
10,Housing area,13.2230157673076,52.5089270802297
10,Housing area,13.2586612143926,52.4928152793376
10,Housing area,13.2604203073205,52.492590899467
10,Housing area,13.2590425144189,52.4916288096468
10,Housing area,13.2293155478277,52.5088353281767
10,Housing area,13.2306931540872,52.5086977302166
10,Housing area,13.23001278809,52.5075785478606
10,Housing area,13.2341681302054,52.5090883239384
50,Public / special use,13.2335253077449,52.5077704355312
10,Housing area,13.2389633629405,52.5065425474963
10,Housing area,13.2363664395704,52.506085693201
10,Housing area,13.2270822397794,52.5087698624106
10,Housing area,13.2248204707405,52.5098994260084
10,Housing area,13.2237169437491,52.5110986978461
10,Housing area,13.2267585637304,52.5099219346225
10,Housing area,13.2321146622455,52.5061105957766
10,Housing area,13.232297056428,52.5056841134149
140,City square / promenade,13.2758844540059,52.5069318334927
100,Forest,13.2262081320339,52.5191004812863
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2280266541951,52.5192627092204
172,"Fallow area, meadow-like vegetation",13.2253018212144,52.5193525761374
172,"Fallow area, meadow-like vegetation",13.2226731032134,52.518075640115
100,Forest,13.2244388797517,52.5149977653078
100,Forest,13.2225465113847,52.5196087824703
100,Forest,13.2267390903408,52.5175319137302
130,Park / green space,13.2325922541284,52.5195682400266
100,Forest,13.2303957379387,52.5176335769288
60,Utility area,13.2244707175415,52.5133971940241
190,Sport use,13.2268574554002,52.5140603568368
80,Traffic area (without roads),13.2395482480633,52.5169361524839
50,Public / special use,13.229404556767,52.515467202741
190,Sport use,13.2357822743624,52.5184304174083
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2446032793279,52.5206503537696
190,Sport use,13.2340085849515,52.5134976540451
190,Sport use,13.2382924800168,52.5178480874317
190,Sport use,13.2419467070179,52.5191672599409
190,Sport use,13.240010295774,52.5152901989089
190,Sport use,13.2433157671836,52.5177788966981
100,Forest,13.2464749163952,52.5179451968203
190,Sport use,13.2451560731621,52.5162907982928
100,Forest,13.248596476102,52.5163293965583
80,Traffic area (without roads),13.2384820701091,52.5126625908592
80,Traffic area (without roads),13.2418994179698,52.5128732563575
80,Traffic area (without roads),13.2454516615074,52.514143374584
190,Sport use,13.2384806534178,52.5116710333722
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2476526362522,52.516065469956
100,Forest,13.2287049321868,52.5162139859928
100,Forest,13.2300708404364,52.5153349177022
190,Sport use,13.2364576450293,52.519920534689
130,Park / green space,13.2323126947532,52.5179578729665
80,Traffic area (without roads),13.2770833173543,52.5005135305047
10,Housing area,13.2406658149492,52.5053185996399
10,Housing area,13.2345580678031,52.5044480249912
10,Housing area,13.2707767255804,52.5073713824091
190,Sport use,13.2715545044002,52.5068835005284
50,Public / special use,13.2804921672745,52.5045044243752
80,Traffic area (without roads),13.273404362024,52.500604457586
10,Housing area,13.2636992925052,52.4929472468899
10,Housing area,13.2611892899908,52.491385641142
50,Public / special use,13.2606800859899,52.4902663895005
70,Weekend cottage / allotment-garden-type area,13.2657659210097,52.4925203824549
190,Sport use,13.2630819876846,52.4903325878314
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2678499334745,52.494162901316
80,Traffic area (without roads),13.26299469545,52.5003601218976
190,Sport use,13.2619955656095,52.4989511495226
160,Allotment garden,13.2629168474258,52.4974486856797
50,Public / special use,13.264740188378,52.4979319635897
190,Sport use,13.258654965056,52.4962657026729
130,Park / green space,13.2606565936359,52.495254009554
100,Forest,13.257819341474,52.4939241673566
140,City square / promenade,13.2488551615241,52.5154416967611
130,Park / green space,13.2290171790529,52.5065424683865
10,Housing area,13.2584578320738,52.5058445991523
10,Housing area,13.2597854307798,52.5059643421918
10,Housing area,13.2614580810909,52.5056522230025
10,Housing area,13.2625891140765,52.5055907974175
10,Housing area,13.2583041931408,52.5040178989206
10,Housing area,13.2598992707729,52.5045191057804
10,Housing area,13.2613165085273,52.5044827350787
10,Housing area,13.2624110567397,52.5044422155608
110,Body of water,13.2112856774919,52.5064874709985
80,Traffic area (without roads),13.2731390037984,52.4981112817151
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.267697411455,52.4999835582636
80,Traffic area (without roads),13.2700984237523,52.4986150840591
80,Traffic area (without roads),13.2634401679462,52.5053066127526
80,Traffic area (without roads),13.2597061524116,52.5078197715721
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2557054944474,52.5104245210545
80,Traffic area (without roads),13.2470558895697,52.5117749908039
160,Allotment garden,13.2496765733066,52.5118994967287
40,Commercial and industrial area,13.2456310603585,52.5130323873648
100,Forest,13.2484075150713,52.5124466061886
80,Traffic area (without roads),13.2425723528973,52.5118138991859
80,Traffic area (without roads),13.2457117386892,52.5121162728726
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2360907488506,52.5102306950587
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2301290877792,52.5095911577619
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2261464706853,52.5109013523454
80,Traffic area (without roads),13.227651016651,52.5101737297128
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.220724059293,52.5180647252219
160,Allotment garden,13.2544842287684,52.5135139830861
173,"Fallow area, mixed vegetation - meadows, trees, bushes",13.2507125238979,52.5204612079811
160,Allotment garden,13.2523206825397,52.5195701607258
80,Traffic area (without roads),13.2503943902439,52.5192546129072
171,"Fallow area, no vegetation",13.2513170562622,52.5180663515867
80,Traffic area (without roads),13.2485563868364,52.519358536873
10,Housing area,13.2592113562591,52.5194136060617
10,Housing area,13.2612245235854,52.5196818133441
10,Housing area,13.2604600324429,52.518540570304
10,Housing area,13.2598661853185,52.5177396173658
10,Housing area,13.27092948925,52.5192630359977
10,Housing area,13.2741356909347,52.5186766125253
10,Housing area,13.2768271453801,52.5181875598767
10,Housing area,13.2646593668747,52.519659281082
10,Housing area,13.2706159144365,52.5185818707475
10,Housing area,13.2736908368221,52.5180167529612
10,Housing area,13.2763191782135,52.517562822224
10,Housing area,13.2642451891138,52.518873108015
10,Housing area,13.2702587150043,52.5177874094307
10,Housing area,13.2731760148005,52.5172357074212
10,Housing area,13.2760419076841,52.5167026424256
10,Housing area,13.2637745089434,52.5179750936095
10,Housing area,13.2671199351331,52.5173850808275
10,Housing area,13.2696670562538,52.5169691484577
10,Housing area,13.2730336806102,52.5163483456001
10,Housing area,13.2755796486267,52.5158470114165
10,Housing area,13.2632784804384,52.5170792620718
