traffic,lng,lat
32100,13.31369223,52.45287526
7100,13.3096081,52.44770224
28500,13.31531783,52.44838668
6700,13.31168395,52.4483732
32100,13.315418,52.44992343
28600,13.31530074,52.44753518
32100,13.31558255,52.45041831
32800,13.31025817,52.45165708
32500,13.31179594,52.45224715
33900,13.31785705,52.45161779
31900,13.31928605,52.454523
2300,13.31943234,52.45480566
9000,13.31886011,52.46235122
17100,13.32099589,52.45718764
16700,13.32113006,52.4567548
12000,13.30935301,52.45990396
13700,13.3148555,52.4590702
7900,13.31802267,52.46145759
9500,13.31933009,52.46285096
13700,13.31340456,52.4594921
12000,13.31164129,52.45988621
14400,13.31669261,52.45834319
5400,13.31595356,52.45918566
17800,13.31860605,52.4576543
8600,13.31851525,52.4619838
6700,13.3166328,52.45994343
35300,13.32060829,52.46287706
7400,13.32023265,52.4638033
7200,13.31714361,52.46050874
31200,13.32339708,52.46203625
17100,13.3217491,52.45797011
31600,13.32158861,52.45551593
8800,13.31899863,52.47130054
4600,13.32049252,52.46633538
4500,13.31990071,52.4675292
4500,13.31999559,52.46938793
9400,13.32013576,52.47306072
5000,13.32015849,52.47020945
5000,13.32005999,52.47102727
8600,13.31983638,52.47179524
4700,13.31983325,52.47160917
31900,13.31808472,52.4637719
7400,13.32112697,52.46478595
31900,13.31551798,52.46467819
15900,13.31261349,52.46597278
12800,13.31237702,52.4658502
10700,13.30825739,52.46638995
5100,13.32224549,52.47157374
8400,13.32177454,52.47333712
8400,13.32119362,52.47285041
9400,13.32010354,52.47227538
8400,13.32047452,52.47225849
4500,13.32079783,52.47158319
5300,13.32008307,52.47178265
5200,13.32133895,52.46541391
9900,13.32029453,52.4778469
13700,13.32098068,52.47876281
8400,13.3196883,52.47885408
9200,13.32033107,52.47934384
9200,13.32035434,52.48159541
9600,13.3203706,52.48252496
9400,13.32026925,52.47628185
9400,13.32020473,52.47469631
9900,13.32027421,52.47708168
9400,13.32016955,52.47393217
9400,13.32023687,52.47543513
75500,13.32686706,52.47782885
6400,13.31896747,52.47876441
16700,13.3187318,52.48310006
9600,13.3203184,52.48345872
16800,13.32097268,52.48645942
8900,13.32023945,52.4839127
16600,13.32079561,52.4838285
8900,13.32030393,52.48474992
11700,13.32050276,52.48592016
23000,13.31821604,52.48784866
23000,13.31982023,52.48688522
22800,13.3198922,52.49971873
32400,13.32065717,52.49256901
42200,13.31840182,52.49179143
42200,13.31924761,52.49208284
19400,13.32063907,52.50177062
25500,13.32093295,52.50589553
25500,13.31881711,52.50601076
19400,13.31732645,52.50126607
19400,13.31865059,52.50146925
43400,13.31898291,52.51240958
12200,13.31707891,52.51707595
11600,13.31822386,52.51853997
24200,13.31938561,52.51360946
17100,13.3164293,52.52578613
19600,13.31961933,52.52582197
11100,13.31927127,52.51944578
14600,13.30624535,52.52060763
10700,13.32005034,52.51995081
18200,13.31536964,52.52578857
16900,13.31083017,52.52574662
11400,13.30607407,52.52544934
16400,13.30703915,52.52572132
17400,13.3126656,52.52576131
17800,13.31411982,52.5257918
13000,13.30603247,52.52396689
13800,13.30610168,52.52221834
10700,13.3061295,52.52610662
14200,13.30551997,52.52571258
12200,13.3155589,52.53055791
11700,13.3178839,52.53099352
10900,13.32191949,52.53174956
13200,13.31379181,52.53021148
13900,13.30788314,52.52904001
12700,13.3065941,52.5283686
8700,13.30581894,52.52878352
9100,13.30633866,52.53013629
9100,13.30604512,52.53164771
38100,13.30996488,52.5357414
35100,13.32066969,52.53713971
30600,13.31200806,52.54762325
27200,13.31594434,52.54744678
37300,13.30692169,52.54784096
37300,13.30997773,52.54771149
27200,13.3214037,52.54439411
16500,13.30604834,52.5540552
18400,13.3034436,52.55128935
44500,13.30422594,52.55225149
42900,13.30734357,52.55579171
59900,13.30224287,52.55017277
42900,13.30493299,52.55323541
44500,13.30747006,52.55575061
17000,13.30532248,52.55381911
18500,13.30896899,52.55756935
33200,13.31254201,52.55887688
18600,13.30721041,52.55584721
14700,13.30927805,52.55740617
18600,13.30635565,52.55495142
15600,13.30760322,52.5557047
9800,13.31159401,52.57070193
10300,13.31048021,52.56771071
18500,13.31076484,52.56800308
10200,13.3107771,52.56846226
10000,13.31251376,52.57321241
14800,13.31380763,52.57302463
13700,13.31288495,52.57051185
18300,13.31229127,52.56785503
12500,13.31208733,52.56833693
18700,13.31691461,52.56675908
18300,13.31556141,52.56708776
18300,13.31394104,52.56747396
18600,13.3095545,52.56802842
20100,13.30837263,52.56805268
18700,13.31772758,52.5665598
17700,13.30596781,52.56813795
20100,13.30694671,52.56808809
9600,13.31016317,52.56558266
36800,13.30854192,52.56565418
13800,13.31784891,52.56323378
43500,13.30638952,52.56782377
13900,13.31166206,52.56753204
46400,13.30558262,52.56967866
46200,13.30538466,52.57251099
4200,13.31152864,52.56534202
6100,13.31010046,52.56553122
12000,13.30971885,52.56579924
900,13.31165409,52.56567976
31500,13.30943177,52.56584071
13000,13.31055043,52.56546215
9300,13.31357854,52.57576975
11300,13.31474468,52.57732256
12900,13.31444791,52.57665749
13300,13.31475878,52.57560959
17200,13.31614881,52.57643192
13200,13.3153429,52.57721381
17200,13.31802144,52.57618724
10300,13.30897671,52.57731203
18200,13.31586367,52.57820547
23700,13.30326798,52.580922
16900,13.31678562,52.57925199
16900,13.31844642,52.5811697
9100,13.31726317,52.58833977
22300,13.30601873,52.58227152
23200,13.30436701,52.58146353
21600,13.30713011,52.5828176
21100,13.30858981,52.58350225
20100,13.31142362,52.58476109
12800,13.31690181,52.58700307
9000,13.31645136,52.58717832
7700,13.30818884,52.59244017
9600,13.30322893,52.59173918
7700,13.31731009,52.59401637
7700,13.31235632,52.59320513
7700,13.31390512,52.59346177
7700,13.31082194,52.59295495
7700,13.31546534,52.59371404
16700,13.30573148,52.60173823
18500,13.3027831,52.60034431
14000,13.31195829,52.60451525
14100,13.31048747,52.60388728
13900,13.31327314,52.60499867
15600,13.30868891,52.60311342
13700,13.31545479,52.60571975
22000,13.31575819,52.61351156
22800,13.31560576,52.61266377
4800,13.30759296,52.61623591
4700,13.30839496,52.61550374
4700,13.30784431,52.61601833
22800,13.31711734,52.61183343
18600,13.3146794,52.61880787
13100,13.30342573,52.61884019
4800,13.30689797,52.61688933
19400,13.31609534,52.61739509
17800,13.31337687,52.62075081
18300,13.31299662,52.62202602
21200,13.31252628,52.6236119
20900,13.31235597,52.62420112
20900,13.31220995,52.62467333
20500,13.31203049,52.62528913
13100,13.30226786,52.6176538
6300,13.30468508,52.61941511
16400,13.30487321,52.62004491
5700,13.3056855,52.61828645
16400,13.30585146,52.62050117
15000,13.30652993,52.62078515
13600,13.3081236,52.62139769
13600,13.31010913,52.62194161
13600,13.31141515,52.62219186
19500,13.31126573,52.6278422
11900,13.30786231,52.63467756
19500,13.31028879,52.63086014
4200,13.3038277,52.62674955
20200,13.3118507,52.62589416
19800,13.31169688,52.62640453
19100,13.31149251,52.62710455
4200,13.30638215,52.62703309
4200,13.3085248,52.62726561
4200,13.3104615,52.62747989
11900,13.30943038,52.63270755
19500,13.31046807,52.6301321
19500,13.31103242,52.6284968
19500,13.31074465,52.62926015
11900,13.30671931,52.63604969
11900,13.3037546,52.64092958
11900,13.30493765,52.63926155
11900,13.30572877,52.63773238
11000,13.30160764,52.64310853
11900,13.30215109,52.64259314
5700,13.301352,52.64310097
10700,13.32563252,52.40721297
9900,13.33552656,52.41710198
5600,13.33698774,52.41827314
4400,13.32875562,52.41826049
3800,13.32548409,52.41850409
14300,13.3385832,52.41653147
9900,13.33790708,52.41665644
9900,13.33694746,52.41683313
9900,13.3344762,52.4173055
9900,13.3327072,52.41763439
5700,13.33060218,52.41802745
11400,13.33540633,52.42036754
8400,13.33185405,52.42590403
30800,13.32600781,52.42790589
8800,13.33417969,52.42208657
8800,13.33332581,52.42359408
8800,13.33253165,52.42489117
22500,13.32538143,52.42812692
24300,13.32706892,52.42809351
23900,13.32803522,52.42863942
21600,13.3302017,52.42918489
8400,13.33017155,52.42840687
21600,13.33214009,52.42967652
21600,13.33488985,52.43036643
21600,13.33592896,52.43070336
21600,13.33736817,52.43150569
21600,13.33305954,52.42990547
21600,13.3337545,52.43007745
21600,13.33635535,52.43092538
9000,13.32495424,52.44612213
18900,13.32890513,52.44602378
19400,13.32984087,52.44554259
19800,13.33056058,52.44500253
8900,13.32432778,52.44565053
13000,13.32418586,52.43812703
18000,13.32794124,52.44038464
18000,13.33111719,52.44211524
17400,13.33175528,52.44298024
19800,13.33111703,52.44411133
16900,13.33353315,52.44274999
18000,13.33167162,52.4423268
16000,13.33633267,52.44345849
18000,13.32985521,52.44141059
16600,13.32702591,52.45486146
17800,13.32857217,52.45423641
17800,13.32962484,52.45380824
17800,13.3307901,52.45330198
31000,13.33141954,52.45300784
20600,13.33176159,52.45382165
29600,13.33414521,52.45191386
28100,13.33561826,52.4513322
28100,13.33693148,52.45112243
9200,13.32544797,52.44660251
10300,13.32797353,52.4493152
9700,13.33018779,52.45188071
14400,13.32354197,52.44966436
13700,13.32411545,52.44923147
13000,13.32528685,52.44833708
18200,13.32677199,52.44720781
10500,13.3265218,52.44771374
18500,13.32780421,52.44657934
20600,13.33256465,52.45551006
10100,13.32877113,52.45024084
9300,13.33079971,52.45265265
9900,13.32974874,52.45137244
9300,13.32571679,52.44687792
16800,13.32414035,52.46045372
8900,13.322982,52.45642955
12500,13.32463505,52.45582607
15500,13.32601035,52.45527067
7600,13.33212879,52.46382147
10700,13.33052052,52.45817989
10700,13.3319415,52.45826883
13300,13.33394213,52.45837246
12200,13.33648808,52.45849368
17100,13.32376654,52.4600675
16000,13.32679904,52.4632096
7600,13.3331706,52.46397326
7600,13.33411686,52.46410116
7400,13.33701276,52.46436857
21200,13.33262942,52.45630153
21200,13.33267975,52.45709924
21200,13.33270023,52.45791263
16300,13.32780093,52.46425146
7800,13.33073513,52.46405947
16400,13.3245767,52.46090953
17100,13.32290688,52.45916945
32100,13.33195187,52.45864366
16200,13.32721077,52.46363738
17100,13.32248251,52.45873077
16000,13.32568351,52.46204856
16500,13.32509386,52.46144869
17100,13.32326373,52.45954028
32300,13.32806186,52.46035489
32100,13.32858722,52.46011084
31600,13.32432928,52.45746001
33700,13.32403341,52.45705296
28300,13.32853576,52.46089238
28900,13.3287223,52.46085501
35700,13.33315874,52.46416555
7500,13.33482341,52.46418416
14300,13.32548883,52.45548127
35100,13.33306474,52.46427075
31300,13.33770403,52.46690398
16500,13.32825485,52.46472266
10300,13.32830534,52.46668728
8100,13.32915126,52.46462999
10300,13.32831519,52.46559996
12100,13.32885427,52.4653398
10300,13.32832947,52.46800678
10300,13.32835814,52.46939619
10300,13.32837343,52.47053338
11300,13.3287219,52.47131396
14200,13.33139623,52.46780436
24600,13.33566381,52.4677681
16700,13.3352427,52.47148233
23300,13.33695078,52.46736716
19700,13.33166292,52.46950416
16200,13.33579774,52.47199648
15900,13.33654029,52.47262539
5800,13.32354473,52.47156548
24600,13.33358561,52.46856904
22900,13.32860285,52.47280011
12100,13.33009113,52.46655783
24600,13.33281222,52.46887219
17100,13.33315976,52.46950361
6400,13.32656441,52.47154769
22900,13.32895538,52.47164163
18400,13.32964626,52.47082502
6400,13.32471952,52.47155804
6400,13.32809902,52.47134896
22900,13.32849126,52.47325374
18900,13.33075387,52.47869191
18900,13.3322845,52.47868417
18900,13.33145883,52.47868714
10500,13.32893966,52.47940647
18900,13.32914179,52.47870618
36900,13.32910299,52.48120253
8300,13.3283113,52.48032497
38000,13.32970483,52.48201135
11800,13.32292973,52.47874261
13700,13.32557403,52.47872385
12800,13.33615424,52.47874145
13900,13.33484729,52.47869674
8300,13.32808259,52.47928312
11400,13.33340522,52.47855354
10500,13.32882487,52.48042357
65200,13.33631904,52.47832676
3300,13.32858116,52.4748814
18100,13.32844974,52.474881
24100,13.32844947,52.47392919
24100,13.32845034,52.4745652
3300,13.3286186,52.47542696
3300,13.3286285,52.47597917
3300,13.32861873,52.47676398
6100,13.32858073,52.47765579
8400,13.32349081,52.47478219
8400,13.32720322,52.4768034
8400,13.32422431,52.47537061
8400,13.32573034,52.47618982
8400,13.32250424,52.47394656
8400,13.32822185,52.47719739
8400,13.32481175,52.47571219
6100,13.32839121,52.47836114
2700,13.32836266,52.47675502
2700,13.32828499,52.47540873
38000,13.33020267,52.48269736
6800,13.33606689,52.48585698
17300,13.33536479,52.4880138
8300,13.32982837,52.48619546
20500,13.3271503,52.48655619
3900,13.3311786,52.48672653
7100,13.3315578,52.48608829
6500,13.33418539,52.48594744
24500,13.32330317,52.48648575
14900,13.32255537,52.48710092
24500,13.32515615,52.48649999
24500,13.32640839,52.48647998
15200,13.32979192,52.48711042
3800,13.33114431,52.48825908
17300,13.3315029,52.48739381
17300,13.33373448,52.48773348
17300,13.33475669,52.48790911
17300,13.33628796,52.48815213
38000,13.33074839,52.48349109
26700,13.33106791,52.48454077
5200,13.33123905,52.48451783
6100,13.33089591,52.48450472
33800,13.33092348,52.49036722
30800,13.3308789,52.49199017
14900,13.32288662,52.48963682
16300,13.32232063,52.48488542
15900,13.32248555,52.48594279
13400,13.3282361,52.48677266
6900,13.32780985,52.4864893
33800,13.33094752,52.48953254
3300,13.33082578,52.48823094
9300,13.33103579,52.48611952
6100,13.33086415,52.48560034
16000,13.33099664,52.48732117
4200,13.33083231,52.48671393
23800,13.32107516,52.49979776
25300,13.32793443,52.50024832
24700,13.32225827,52.49985779
24700,13.32342323,52.49992293
9000,13.32502698,52.50086934
27100,13.32561766,52.50005747
25300,13.32983074,52.50040638
36000,13.3308346,52.49387099
38800,13.33077233,52.49558975
15600,13.33163931,52.49528496
22400,13.33069217,52.49620321
23800,13.33216982,52.497001
22400,13.33077083,52.50000912
10400,13.32405244,52.49612911
25500,13.32667287,52.49473078
25500,13.32800355,52.49497401
23800,13.33457413,52.49865627
15600,13.3351747,52.4950502
14900,13.32330788,52.49198289
32400,13.32217474,52.49310811
24100,13.32412074,52.4938644
10400,13.32367641,52.4940803
24100,13.3253876,52.49433833
12100,13.3244954,52.49828594
12100,13.32430976,52.49747081
22400,13.33071006,52.49802701
23200,13.33126186,52.50344592
23900,13.33577956,52.50524867
23900,13.33441342,52.50537218
18400,13.32833901,52.50315448
18300,13.32895678,52.50544847
26800,13.32970572,52.50743962
18100,13.32635114,52.50272708
26100,13.32707004,52.50865354
26800,13.3317517,52.50648401
12600,13.33273786,52.50601662
22300,13.33125911,52.50048306
23200,13.33095278,52.50117074
25000,13.3314043,52.50425779
16200,13.33262562,52.50407844
13000,13.33248436,52.50522982
18300,13.3317821,52.5055522
21800,13.32240546,52.50581126
20800,13.32369439,52.50573721
19600,13.32633068,52.50559198
19500,13.32245147,52.50205566
18400,13.32968959,52.50345445
22100,13.33264687,52.50020542
40100,13.32131947,52.51216548
12500,13.32472826,52.51721488
48900,13.33092585,52.51318507
11800,13.32551473,52.51805877
13200,13.32296345,52.51522676
12800,13.32396602,52.51643248
29100,13.32312165,52.51115583
29000,13.32248417,52.51166344
39500,13.32264626,52.51228059
27600,13.32386056,52.51063532
26900,13.32627599,52.50901967
13500,13.32244561,52.51382392
39500,13.32176503,52.51317406
38400,13.32094309,52.51283059
53700,13.33364676,52.51337676
37800,13.32269065,52.51294836
42700,13.3240731,52.51274258
26100,13.32803296,52.52418926
17100,13.33086519,52.52394965
7500,13.32994782,52.52472394
17100,13.33305444,52.52433741
17100,13.33451442,52.52459719
14100,13.32789228,52.52543317
14100,13.32806568,52.52583929
18000,13.33438733,52.52684043
16900,13.32993436,52.52282766
28300,13.32969967,52.5231442
22100,13.32959847,52.52283999
6000,13.3303692,52.52642345
18000,13.33193525,52.52706467
16000,13.33473927,52.52093643
20900,13.3248348,52.52519802
16900,13.33087295,52.52246345
16900,13.33264486,52.52176126
10700,13.32179271,52.52100938
9100,13.32738213,52.52044943
22100,13.32881622,52.52243689
10400,13.3236695,52.52135793
9000,13.32675253,52.52191091
7000,13.32581134,52.52770092
10900,13.3256935,52.5324604
13300,13.32837867,52.52666022
17200,13.32962933,52.52728915
18400,13.32860275,52.53006333
20500,13.32851856,52.53204014
24400,13.32914549,52.53296186
39400,13.32841306,52.53336224
39400,13.32835751,52.53426672
45800,13.32816289,52.53506181
10200,13.32773621,52.52749061
10900,13.3275114,52.53280331
23900,13.33045161,52.53338362
45800,13.32720276,52.5362267
74400,13.32980734,52.53927711
29800,13.32593673,52.53828181
74400,13.33175651,52.54002338
74400,13.33378693,52.54097438
41100,13.32611194,52.53861328
34200,13.32646683,52.53923819
27300,13.32549134,52.54143475
43900,13.32616782,52.5381956
49300,13.3264716,52.53740957
49300,13.32630041,52.53785015
26700,13.32603696,52.53814191
38100,13.32062985,52.5372689
11500,13.3331466,52.54484451
11100,13.33434317,52.54721297
41700,13.33272486,52.56136606
41700,13.33128104,52.56215863
19600,13.33172392,52.56320122
18800,13.32680458,52.5628735
32500,13.32757511,52.56245838
45700,13.32350036,52.56074549
12900,13.32174692,52.56147686
44800,13.32566221,52.56137828
43800,13.32639142,52.56210367
20000,13.32743929,52.56365177
12900,13.31732058,52.56350584
13800,13.32155688,52.56143054
20600,13.33047162,52.57084978
28500,13.32989758,52.56296313
18700,13.31863906,52.56634161
21900,13.32849321,52.56526618
23500,13.32909989,52.5670009
21200,13.32262499,52.56537553
24300,13.32966595,52.5685877
32100,13.32854224,52.56370898
21100,13.32822537,52.56457954
22700,13.32864558,52.56570713
18700,13.32101681,52.56576508
18500,13.32013935,52.5759818
21200,13.33159284,52.5740144
20400,13.32631685,52.57570407
21100,13.33279296,52.57543828
18400,13.33221621,52.57580718
19500,13.33123244,52.57300384
21200,13.33184144,52.57472289
20400,13.33000774,52.57556288
19300,13.3223656,52.57587533
13900,13.32166216,52.58763014
12600,13.32599651,52.5875007
20700,13.32425835,52.58787186
12600,13.32899491,52.5874036
10100,13.33075568,52.58734798
10100,13.33229481,52.58733233
9200,13.31866545,52.58963799
17200,13.32041857,52.58345011
18200,13.32216126,52.58546796
18200,13.32330781,52.58682466
18200,13.32376204,52.5873906
17800,13.3254211,52.58978894
9200,13.31789808,52.58896847
9200,13.3195074,52.59060434
9100,13.31747301,52.58857714
13400,13.32169281,52.59431419
5200,13.32156074,52.59340023
6700,13.31953528,52.59406297
5200,13.32566477,52.59239181
17700,13.32683367,52.59238053
5700,13.32479481,52.59217696
17100,13.32643359,52.59188069
2800,13.32763623,52.59131354
2700,13.32784364,52.59160881
5500,13.32973989,52.59086847
4600,13.33106808,52.59048799
4600,13.33292268,52.58996358
17800,13.32563991,52.59070417
17500,13.32907724,52.59389706
17500,13.33169587,52.59502833
7700,13.31847049,52.59420091
13400,13.32274888,52.59641249
13000,13.32388716,52.59894492
9200,13.32010545,52.59158351
9200,13.32078987,52.59277006
13500,13.3191407,52.60682619
15000,13.32232733,52.6075233
13600,13.31668104,52.60608575
13600,13.31766342,52.60637996
17400,13.32437637,52.60800986
28300,13.32406887,52.607617
28200,13.32556214,52.60588086
14400,13.32083817,52.60724566
11400,13.32626547,52.60428777
28000,13.32612381,52.6051862
15400,13.33013554,52.60160608
10200,13.33095113,52.60258394
12500,13.32425573,52.60066131
12200,13.32458339,52.60163213
11400,13.32536887,52.60302846
22500,13.32755004,52.60376997
23000,13.32909436,52.60249208
15900,13.33129405,52.60062602
21000,13.31691003,52.61452113
21500,13.31641961,52.61404056
26500,13.3225666,52.60859999
26500,13.31880532,52.61085154
26500,13.32024989,52.60998578
16600,13.3256354,52.60835555
13100,13.33082744,52.60987168
26500,13.32155691,52.609201
13100,13.32892666,52.60934055
15700,13.32711971,52.6087819
20400,13.31662146,52.6168764
23600,13.35283644,52.40214441
23600,13.35371728,52.40297028
23600,13.35316892,52.4024595
16700,13.34579096,52.41511046
14300,13.34105816,52.41606719
16700,13.3421848,52.41583972
14300,13.34022953,52.41622299
14300,13.3395359,52.41635299
7300,13.35230526,52.41809898
7300,13.35297953,52.41724402
7800,13.35054517,52.41475017
22800,13.35136024,52.41408773
16700,13.34851791,52.4146285
6500,13.34992311,52.41338059
7800,13.35241654,52.41631661
9200,13.34748107,52.42609579
8000,13.34990637,52.4211477
7300,13.35130633,52.41936722
9200,13.34714469,52.42747366
9200,13.34801557,52.42419278
8600,13.3489322,52.4224017
9100,13.34633064,52.4322326
20200,13.34058631,52.43333596
9000,13.35255395,52.43653578
8900,13.35226498,52.43531031
9100,13.34692167,52.428668
19300,13.34312407,52.43476566
9100,13.34653074,52.43081316
9100,13.34612711,52.43435012
9100,13.34639922,52.43517284
18500,13.34745149,52.43540145
9100,13.34617892,52.43329038
9100,13.3464229,52.43139435
21000,13.33903958,52.43245091
19700,13.34158845,52.43390514
20900,13.34516096,52.4359389
26600,13.34600988,52.43612174
16500,13.34642502,52.43668467
18500,13.34925674,52.43460402
20100,13.35105745,52.43382016
26600,13.34668421,52.43577891
25400,13.34058455,52.44563243
24900,13.34161844,52.44637206
26700,13.35188159,52.44054014
9200,13.35197885,52.43984241
22800,13.34409144,52.43847939
18600,13.34957694,52.43867413
15600,13.33787977,52.44389824
22100,13.34186724,52.44171315
23000,13.34512788,52.43699767
22400,13.34283953,52.44027821
22600,13.34341658,52.43945252
25900,13.33917244,52.44459071
21900,13.33959147,52.44412639
25900,13.33988415,52.44513332
15000,13.33746731,52.45037557
15000,13.33759389,52.4498203
14500,13.33939741,52.44851598
14000,13.34055655,52.44788073
13500,13.34171276,52.44729269
11000,13.34298216,52.44733423
13500,13.34549532,52.44911377
10600,13.33906476,52.4563612
10100,13.33866599,52.4534158
9600,13.33837443,52.45235968
9400,13.33811177,52.45147804
16100,13.33893922,52.45096692
16500,13.33784412,52.45082013
20600,13.34718525,52.45031437
23000,13.34754567,52.44988847
11000,13.34432691,52.44828746
20700,13.34829518,52.45243392
15000,13.34591513,52.45010172
16100,13.34398604,52.45033222
20700,13.34867664,52.45509361
23600,13.35054735,52.44954242
17100,13.34085368,52.4507081
17300,13.34015503,52.45079449
17100,13.34207614,52.45056184
9900,13.3385235,52.45290204
20600,13.34807492,52.45137732
11400,13.34320603,52.46270458
8900,13.34376732,52.45887505
11000,13.33847966,52.45859695
9200,13.34087198,52.45872142
9000,13.33934218,52.45906656
8500,13.34643497,52.45901245
9900,13.33898772,52.46408519
9900,13.33909723,52.46324558
9000,13.33924039,52.46221578
9000,13.33930378,52.46178779
9000,13.33938746,52.46096724
9000,13.33940623,52.45991657
11400,13.34730715,52.45947646
11400,13.34503272,52.46139452
20700,13.34883041,52.45719585
13400,13.34168501,52.46368375
24400,13.34823543,52.45902544
20500,13.34831401,52.46197812
20500,13.34849466,52.46052775
23700,13.35093115,52.45916348
13600,13.34258757,52.46312301
4000,13.33954183,52.46456044
12900,13.34077715,52.46423309
10100,13.33914486,52.4652251
9300,13.33882514,52.46519139
6500,13.343456,52.47223488
18500,13.33853677,52.46652517
21900,13.34748406,52.46856989
21900,13.34731951,52.47006418
11100,13.34770285,52.47113549
6000,13.34780887,52.47053322
21900,13.34764198,52.46730941
21900,13.34780723,52.46600033
20500,13.34806142,52.46399101
16700,13.33816499,52.46677271
4100,13.34951697,52.47027888
5300,13.34447909,52.4710469
19900,13.33774145,52.46702465
5300,13.34631671,52.47076566
18100,13.35077378,52.4736072
30600,13.33760874,52.46701769
35800,13.34142954,52.46991389
33300,13.34379304,52.47180041
24800,13.34460186,52.47220687
27400,13.34559915,52.4721721
8400,13.34946736,52.47361814
9700,13.34859732,52.47277635
9900,13.34755501,52.47122072
16500,13.33789962,52.47370603
37000,13.34910575,52.48147886
28500,13.34916318,52.4823685
26200,13.3510238,52.48064474
10200,13.3416282,52.47896406
20000,13.34451738,52.47898304
26100,13.34544554,52.47958034
16900,13.34498957,52.47951222
39400,13.3467878,52.48060489
22600,13.3474213,52.48108604
16900,13.34500876,52.48177779
5000,13.34419045,52.47861004
15800,13.34389054,52.47855589
9000,13.34359346,52.47872816
16900,13.34498098,52.48047129
6500,13.34322998,52.47391037
6500,13.34285964,52.47649758
6500,13.34308237,52.47499556
11600,13.33897841,52.47896373
76800,13.32800282,52.47801474
70400,13.33886389,52.47866437
6500,13.3463778,52.4775084
77400,13.34587437,52.47761343
70600,13.34209355,52.47855175
70600,13.34647495,52.47705354
83700,13.34782991,52.47591979
3700,13.34916518,52.47496254
68300,13.35232744,52.47414859
6600,13.35083897,52.47414959
83900,13.34785132,52.47615289
12300,13.34949686,52.47518913
19800,13.34844241,52.47320258
20900,13.35160412,52.47422345
16800,13.34155297,52.47660013
16700,13.34067243,52.4759185
16600,13.33934073,52.47485147
6500,13.3425714,52.47719904
12500,13.34296964,52.47759196
3900,13.33874085,52.47835055
14200,13.34153594,52.4784444
13900,13.34259723,52.47854114
6500,13.34472783,52.47844467
19300,13.34473098,52.4789158
17700,13.34392537,52.4784065
11600,13.34352637,52.47822686
13100,13.34581557,52.47734239
18100,13.34422529,52.47846066
7000,13.33776095,52.48575564
17800,13.33758739,52.48829288
8200,13.34333593,52.48555024
36100,13.34504593,52.48816606
7300,13.33985578,52.48565433
7300,13.34152886,52.48559465
7700,13.34229708,52.48556705
8600,13.34454844,52.48561813
48500,13.34508293,52.48578273
32800,13.34531273,52.48441755
52900,13.34510037,52.4848169
16300,13.34438705,52.48901842
18200,13.3387652,52.48841548
26400,13.34576116,52.48383912
29600,13.34716248,52.48241224
14600,13.35003711,52.48953308
9600,13.34500724,52.48447232
39400,13.3451225,52.49174524
16900,13.34503837,52.48320776
15100,13.34795804,52.48932875
18800,13.33997426,52.48854361
17800,13.34303978,52.48884947
19300,13.34144899,52.48868444
38700,13.34503181,52.4893899
15100,13.34552547,52.48910856
7500,13.34525385,52.48398248
9600,13.34501778,52.48400428
48500,13.34508226,52.48638369
42300,13.3450657,52.48738131
39100,13.34508675,52.4907902
12000,13.33643642,52.5004268
15600,13.33739065,52.4945145
32600,13.33574751,52.49928237
12000,13.33555047,52.49953256
17600,13.34188974,52.49986935
32700,13.34012193,52.49977578
39800,13.34517078,52.49281107
9100,13.35116501,52.49997981
12000,13.35103134,52.49474775
35600,13.34599937,52.49947432
13500,13.33927277,52.49428419
6700,13.3431426,52.49431315
40400,13.34600757,52.49460211
12800,13.34648723,52.4944204
12800,13.34843256,52.49452487
17000,13.34599403,52.50023003
32000,13.3465143,52.50054103
15200,13.34502303,52.50038949
1800,13.34559583,52.50039562
40400,13.34616622,52.4954928
40200,13.34537272,52.49358568
40400,13.34613309,52.49651056
35600,13.34606052,52.49796597
13500,13.34520741,52.49436703
6900,13.34430141,52.49439753
6900,13.34296427,52.49446378
1200,13.33964865,52.50082718
56000,13.35017877,52.50334165
23700,13.34932454,52.50291568
13100,13.35077934,52.50292013
20800,13.34355484,52.5045263
17800,13.34514195,52.50416047
20800,13.34199671,52.50489477
16700,13.34126312,52.50534779
16700,13.3467255,52.50683147
17400,13.34811944,52.50727322
17200,13.34902286,52.50799457
300,13.34928371,52.50710842
17800,13.34699247,52.50377869
20800,13.34846495,52.50345732
18100,13.34968039,52.5090004
10200,13.33759577,52.50150115
23900,13.33706786,52.50513373
23900,13.3392018,52.5052735
18200,13.33614067,52.5043244
18100,13.33808651,52.50360287
15200,13.33966203,52.50297775
12700,13.33990677,52.50367963
28400,13.34968228,52.5026829
7800,13.34338603,52.50194402
15200,13.34424034,52.50155388
16900,13.3489639,52.50055823
15200,13.34603738,52.50117452
15200,13.34107723,52.5024251
7400,13.34280894,52.50168815
13300,13.34582917,52.50075157
15200,13.34611652,52.5007295
16100,13.34666658,52.50103938
28400,13.34739878,52.50125462
16900,13.34726886,52.50091131
7800,13.34238066,52.5021212
24600,13.34339663,52.51735914
15200,13.3369145,52.51541652
15300,13.33826406,52.51679211
15300,13.33926798,52.51825398
31300,13.34912528,52.51465189
33300,13.34954865,52.51406753
38800,13.3383375,52.51369806
15200,13.33618852,52.51451137
39600,13.33682434,52.51359492
