traffic,lng,lat
51200,13.29800733,52.51101332
44300,13.30022748,52.51115906
27900,13.30160763,52.51091623
43300,13.3020668,52.51129379
43300,13.30419803,52.51143982
43300,13.3064289,52.51158562
46300,13.29185468,52.51061633
22600,13.30102834,52.51441575
22300,13.30079314,52.51580839
8700,13.29728607,52.51138997
21700,13.30052003,52.51741766
22000,13.30065099,52.51667086
23100,13.30121923,52.51326093
23400,13.3013662,52.51236593
29000,13.30185169,52.50949116
26800,13.30200224,52.50856105
47600,13.29400419,52.51075998
48500,13.29607422,52.51089966
49400,13.29682083,52.51094206
7400,13.29697136,52.51312032
6800,13.29641147,52.51661153
7000,13.2963051,52.51728509
6800,13.29673038,52.51461932
10100,13.29732464,52.51078531
34100,13.30335932,52.51843306
30500,13.30503884,52.51789195
30800,13.29953695,52.51994539
41200,13.30001516,52.51949477
21000,13.29968112,52.51914503
37600,13.30176994,52.51894099
40500,13.29883914,52.51959281
32900,13.29701394,52.51948847
5600,13.29602956,52.51898551
6300,13.29617215,52.51812281
32300,13.29417476,52.51931809
5800,13.3182578,52.47172955
8800,13.31799355,52.47073947
5800,13.3101986,52.47231567
8600,13.31412159,52.46909523
5800,13.31563881,52.47198093
8800,13.31690343,52.47021014
8600,13.31194749,52.46836452
5800,13.31261805,52.4721963
8800,13.31556399,52.46963504
5800,13.30877564,52.4724206
8600,13.3127945,52.46864648
15900,13.3080074,52.46855418
8600,13.31053246,52.46785578
10400,13.30863354,52.46730033
18300,13.31446001,52.48126905
17900,13.3098227,52.4787874
18300,13.31542107,52.48170324
18200,13.31343585,52.48070305
9300,13.31362211,52.48018872
7300,13.31372811,52.47951926
8700,13.31554891,52.47929084
6800,13.31766533,52.47836659
7400,13.31144394,52.48120714
24400,13.31189639,52.47989358
25400,13.31078061,52.47930257
7400,13.31252501,52.48065419
21600,13.30885281,52.4782533
24900,13.31149014,52.47967475
24400,13.31258479,52.48025385
18300,13.31621169,52.48199627
18300,13.3174507,52.48247183
73200,13.31177697,52.48076971
63200,13.30682512,52.48327637
68800,13.31671585,52.4787493
75400,13.31321982,52.47977149
68900,13.31733925,52.4785053
23100,13.30687888,52.47638637
26000,13.30679921,52.47862217
14700,13.30685993,52.4826534
2900,13.31471288,52.48666372
22800,13.31492125,52.48993523
900,13.30735882,52.48789263
38300,13.3072743,52.48840819
5300,13.30862193,52.48763943
19200,13.30801304,52.4869738
39600,13.30829659,52.48792874
5300,13.31030063,52.48737274
5300,13.31276373,52.48697785
2900,13.31704264,52.4865075
22800,13.31552058,52.48944148
23000,13.31696386,52.48854905
40400,13.31336636,52.49013323
36000,13.30858383,52.48872736
28000,13.30792414,52.48879118
36000,13.30982734,52.48909442
40400,13.31150735,52.48958383
22800,13.31445974,52.49022192
42200,13.31472429,52.49055788
42200,13.31602721,52.49098859
28000,13.3086723,52.49049789
28000,13.30914037,52.49144624
24700,13.30800059,52.48655822
9300,13.30685138,52.48352816
5700,13.30706565,52.49941137
24400,13.30704515,52.49998518
18300,13.31388963,52.49975953
27100,13.31301319,52.50011281
22800,13.3178431,52.49959642
20200,13.31567187,52.49954598
19700,13.30876271,52.49497058
11200,13.30717001,52.49269564
11200,13.30862566,52.49225263
10300,13.30729828,52.49890093
3100,13.30733526,52.49851549
4800,13.30755167,52.49856161
4800,13.30785715,52.49765825
19700,13.30809086,52.49666244
19700,13.30841283,52.49576126
19700,13.3091269,52.49447614
19400,13.31030935,52.4940489
13100,13.31057306,52.49313304
22000,13.31348256,52.4909095
19400,13.31180038,52.49755632
19400,13.31231747,52.49864751
42200,13.31734087,52.4914314
25900,13.30952711,52.4923127
6700,13.31079306,52.49164557
19400,13.31097724,52.49563639
19500,13.31137339,52.49660148
23100,13.31281747,52.49958903
7100,13.31646067,52.49909424
7800,13.30701266,52.50040432
28000,13.30774302,52.50007032
7800,13.31000204,52.49910907
8200,13.30727698,52.49947465
28800,13.30988968,52.50028695
21200,13.31219285,52.50052536
5900,13.31208796,52.50035274
15000,13.31442826,52.50975458
22500,13.30796411,52.50661672
21500,13.31015273,52.50648549
21900,13.31184537,52.50639741
20400,13.31486599,52.50622304
16300,13.31396977,52.50674974
25900,13.31668585,52.50612689
19300,13.31361978,52.50069448
18900,13.31310161,52.50103014
19300,13.31592511,52.50104504
18900,13.31334619,52.5026733
17500,13.31352835,52.50384019
17500,13.31368821,52.50490553
15700,13.31420726,52.50833807
7000,13.30631926,52.50107787
7000,13.3067445,52.50032952
7800,13.30649996,52.50122676
7500,13.30667294,52.51622236
47100,13.30846759,52.51172418
45200,13.31098459,52.51188912
39400,13.31310745,52.5120253
36600,13.31542421,52.51217352
13300,13.31482951,52.51258845
12600,13.31583206,52.5154936
24100,13.31628726,52.51432704
7500,13.3068044,52.51526692
29900,13.31198713,52.5156965
15500,13.31459919,52.51094154
28800,13.31433135,52.51495001
7500,13.30657302,52.51721987
30900,13.30740977,52.51715015
7500,13.30695237,52.51414817
7500,13.30741179,52.51259308
14400,13.30650758,52.51797892
14400,13.30644728,52.51866213
14500,13.30633909,52.51974137
58400,13.26040392,52.50863877
43800,13.28005149,52.50580643
51200,13.29927861,52.51109431
49600,13.22534111,52.5073052
39400,13.31416689,52.51208799
40400,13.27062779,52.50923667
28000,13.2813174,52.50996022
39600,13.3081009,52.48837283
30500,13.30609171,52.51756833
40300,13.27645815,52.50745404
33200,13.27142196,52.50945226
33600,13.27372004,52.50932043
33100,13.27209563,52.50994356
30600,13.27646461,52.50965454
27500,13.2764544,52.50218233
28000,13.30820695,52.48957148
28000,13.3087095,52.50016654
25900,13.30984735,52.49310011
27900,13.30173064,52.51018997
44300,13.30105181,52.51122241
21400,13.2714952,52.49893287
23400,13.30148308,52.51164512
24200,13.28012703,52.5193229
43300,13.3028751,52.51134955
22700,13.29567245,52.49789562
25400,13.2818153,52.51025054
23200,13.27120423,52.51014528
22800,13.2816251,52.51135784
27100,13.31304586,52.50043675
19300,13.31461369,52.50084253
21900,13.31327436,52.50632561
21900,13.28431697,52.48642997
21100,13.29737705,52.49818572
21200,13.31279157,52.50058257
19700,13.30966347,52.49396606
20400,13.26165643,52.50767854
19400,13.31064165,52.4948146
18900,13.31320961,52.50176865
16300,13.28459924,52.4889314
17500,13.3138305,52.50583499
11800,13.30716364,52.49940776
16300,13.31409047,52.50751935
15500,13.31470285,52.51167799
14400,13.30653487,52.51763373
15500,13.28098716,52.47939173
13100,13.31191226,52.49204992
17800,13.24481254,52.46796518
14100,13.29337766,52.47450745
12500,13.28860175,52.5124288
10500,13.29513703,52.49609342
10300,13.29282818,52.49658705
11200,13.30679256,52.49858049
8600,13.29761672,52.49318958
9100,13.29037894,52.47509031
8800,13.29811358,52.49138858
9400,13.26705861,52.48407103
9600,13.29654917,52.50047454
7400,13.29712189,52.51223939
9700,13.2882478,52.51364237
7500,13.30660805,52.5168656
9400,13.25198052,52.47096125
11800,13.30774332,52.49766502
3100,13.30764519,52.49764495
8600,13.26610368,52.4828626
11800,13.30743032,52.49854164
5900,13.31267894,52.5000983
6600,13.25152906,52.46681479
7400,13.26551629,52.48393571
6100,13.28983643,52.47545877
11800,13.30690748,52.50029818
9400,13.25702808,52.47490745
7400,13.26449401,52.48482855
45700,13.19920137,52.51257574
20400,13.26466936,52.50545507
20400,13.26547228,52.50365176
7400,13.29580031,52.49475079
11800,13.30640924,52.50114897
7800,13.30601616,52.50183568
7000,13.30585332,52.50170296
11800,13.30590461,52.50180044
7800,13.30570788,52.50219739
41200,13.30084769,52.51923609
16500,13.28482268,52.49108521
21000,13.30011513,52.51820856
17800,13.28377533,52.48501919
22500,13.30529338,52.50674733
4300,13.28478442,52.48465186
4100,13.28534188,52.48074449
6700,13.31247774,52.4913496
8600,13.27485652,52.47855698
7500,13.28168432,52.49901307
10700,13.30927462,52.46688665
10400,13.30776386,52.46673658
9500,13.28208584,52.49329114
28800,13.31127306,52.50043008
9400,13.2616437,52.47938154
8700,13.31765203,52.4787625
26200,13.30280366,52.50579881
9600,13.2836679,52.49397613
14400,13.28943673,52.46844279
19100,13.25794775,52.5183494
23600,13.26061013,52.51636177
11200,13.30436025,52.49357064
23100,13.30127997,52.51288826
6800,13.29650645,52.51601014
7700,13.21889001,52.51590848
2600,13.28317939,52.4761779
3600,13.28179251,52.47647291
2600,13.28263566,52.47588244
9400,13.27163474,52.486702
7000,13.30549034,52.50212621
11800,13.30559394,52.50215976
7800,13.30527596,52.50264591
11200,13.30461232,52.49696016
36600,13.31661874,52.51225542
30900,13.30938302,52.51652987
6800,13.28066611,52.50709146
11400,13.28181259,52.50820106
7000,13.31557094,52.47851071
15500,13.28367036,52.51278324
13300,13.31498459,52.5138722
8900,13.29008701,52.47573343
4800,13.29192777,52.46841603
9400,13.26055828,52.47812087
36900,13.28360518,52.50643725
46600,13.20772766,52.51084512
21400,13.26929229,52.49956253
24500,13.30226259,52.50709447
23200,13.30179785,52.50679052
9500,13.28008251,52.49172902
7700,13.21843104,52.51846155
6600,13.25446311,52.46581691
14100,13.29661273,52.47365694
89500,13.2850559,52.51616189
84100,13.2849972,52.51502128
89400,13.28474324,52.50886864
72700,13.28063635,52.5021484
11400,13.27666563,52.50130225
69800,13.28003754,52.50071902
13900,13.27989328,52.50061703
79900,13.28379352,52.49645566
82000,13.28755011,52.4942365
49200,13.26219565,52.49052232
13300,13.09076029,52.41345966
13300,13.10506618,52.41383327
13300,13.09865233,52.41359344
13300,13.09387605,52.41337735
11500,13.11486336,52.41448185
11500,13.13518971,52.41664708
11500,13.12783434,52.41578076
10400,13.12967526,52.46472296
10400,13.12562684,52.46854928
11700,13.12709951,52.46735921
11000,13.12908415,52.46546611
9700,13.1300109,52.46430652
9100,13.13093019,52.46350058
12100,13.11918817,52.47740895
10200,13.12129541,52.47421428
10400,13.12423153,52.46998646
10300,13.1230041,52.47178404
11500,13.12110285,52.4776906
10100,13.12040267,52.47699427
12900,13.1337576,52.48390935
10200,13.12246766,52.47252721
10300,13.12318327,52.47149472
10300,13.12348108,52.47107027
33600,13.12081503,52.52888643
11900,13.12243808,52.5287691
24300,13.12575661,52.52791471
11100,13.12558529,52.52885419
3500,13.13715025,52.39694579
3200,13.13910843,52.39811927
3200,13.14048375,52.39897094
4900,13.14182531,52.39973595
4900,13.14364881,52.40334627
4900,13.14306278,52.40077464
3200,13.14368577,52.41350041
2900,13.14321647,52.41281082
6400,13.14566165,52.41552634
5000,13.14211818,52.41200943
2500,13.14231492,52.41223756
6400,13.14432706,52.41428359
9000,13.14639298,52.41621146
3200,13.14275043,52.41337429
4900,13.14360226,52.40788643
2900,13.14141146,52.41270716
2500,13.14151963,52.4124799
4900,13.14256195,52.41162816
12300,13.14086567,52.41751157
12300,13.14392645,52.41786556
14900,13.14518524,52.41800489
14900,13.14653452,52.4181512
11600,13.1441666,52.45385932
7900,13.14291597,52.45489253
7600,13.14402182,52.45434939
10700,13.14457354,52.45466698
8100,13.13932879,52.45726355
8000,13.14100593,52.45587604
7700,13.14353332,52.45454694
8400,13.13279968,52.46225238
8400,13.13535971,52.46053044
14300,13.14665456,52.49385675
5500,13.14174961,52.53309723
17300,13.14316282,52.53258524
25200,13.13117643,52.5267648
26000,13.13432889,52.52609521
26600,13.13874106,52.52516001
26600,13.14141164,52.52459043
5400,13.13085873,52.52871027
5400,13.1333062,52.52864304
7700,13.13601047,52.52857149
7700,13.13921688,52.52880622
7700,13.13992894,52.52925448
7700,13.14028778,52.52984594
9100,13.14072102,52.53078564
5200,13.14194452,52.53390957
5100,13.14208961,52.53580698
5100,13.14224622,52.53776971
10100,13.12872646,52.54977611
10100,13.13262061,52.5492332
10100,13.13438001,52.54877397
10100,13.13601622,52.54834792
10100,13.1376614,52.5479184
10100,13.14007594,52.54728988
10100,13.14222619,52.54672883
23000,13.14858139,52.41837392
27800,13.16437902,52.42012224
27000,13.16095895,52.41971429
25700,13.15756084,52.41931965
24200,13.15172935,52.41870411
25300,13.15471773,52.41900899
26100,13.15910935,52.419503
26500,13.15994297,52.41959716
11500,13.14829742,52.45671778
11500,13.15065965,52.4580608
11500,13.15408965,52.46002191
11500,13.1519668,52.45880262
11500,13.15331584,52.45957655
11500,13.15919758,52.46299399
11500,13.15513889,52.46063808
14300,13.15584779,52.50039296
28700,13.14413975,52.52401071
28700,13.15502791,52.52170201
28700,13.14615443,52.52356943
26700,13.15917597,52.52082911
28700,13.15025587,52.52267409
28700,13.15374957,52.52194988
21700,13.15547087,52.53300017
16500,13.14900191,52.53278775
16500,13.15225469,52.53288814
15800,13.15693984,52.53816069
5000,13.1426979,52.53920659
4400,13.14315686,52.54166633
4400,13.14325804,52.5423433
15800,13.15667802,52.53651342
15800,13.15691351,52.53557759
4700,13.14351381,52.54399804
4700,13.14332394,52.54277998
4700,13.1437693,52.54559685
7700,13.14538232,52.54590806
7700,13.15287954,52.54420631
7700,13.14808945,52.54523819
7700,13.15710531,52.54326632
18500,13.15268103,52.55354383
19300,13.14767068,52.55459572
18900,13.15060784,52.55392085
20600,13.15458613,52.55321167
21200,13.15639803,52.55287184
28300,13.16927447,52.42069803
23800,13.17665057,52.41956681
28300,13.17196482,52.42077037
23300,13.17568122,52.41980003
9300,13.17586905,52.42046755
11100,13.17064781,52.47139585
11100,13.16806563,52.46933126
11100,13.16568244,52.46742354
11100,13.17332985,52.4733857
14300,13.1665133,52.50754614
14300,13.17028892,52.50983494
14300,13.17112355,52.51057608
14300,13.16948107,52.50935903
14300,13.17315299,52.51239683
10100,13.16215275,52.52265531
28800,13.16492802,52.51959885
10100,13.16265221,52.5215576
10100,13.16281427,52.52111306
30200,13.17081954,52.51836004
24700,13.16728554,52.53344827
24600,13.17307283,52.53368548
26500,13.1591401,52.53313684
13500,13.15812263,52.53262834
25900,13.16324772,52.5332894
25900,13.16441126,52.53332726
11000,13.16140149,52.52447458
13500,13.15964042,52.52879007
13500,13.15985571,52.52831782
13500,13.15948654,52.52919779
13500,13.15897932,52.53045173
12800,13.16020843,52.52745003
11900,13.16072328,52.52617401
15800,13.15721171,52.53484291
15800,13.1575117,52.5341392
14200,13.15729211,52.54179799
14200,13.15731597,52.5405675
8600,13.16170929,52.54222246
14200,13.15721693,52.53953292
14200,13.15761913,52.54269904
9800,13.17036049,52.54119151
9000,13.16544184,52.5418706
9400,13.16834939,52.54159972
9400,13.16752691,52.54176761
13700,13.15890361,52.54417638
8600,13.15875615,52.54287503
13700,13.15815093,52.54348203
13700,13.16059545,52.54521619
13700,13.16195495,52.54656015
22800,13.16254516,52.55169532
22800,13.16422608,52.551378
25500,13.16675161,52.55090357
25500,13.16895198,52.55048944
25500,13.17081118,52.55013936
12000,13.16299906,52.54889531
21200,13.15831398,52.55251206
21700,13.16075267,52.55205002
6300,13.15601128,52.59559881
9300,13.18648331,52.42674077
6500,13.18987496,52.41921112
14400,13.19009898,52.41932368
24800,13.18127679,52.41876711
7100,13.18988627,52.41941083
9300,13.18175383,52.42273902
9300,13.18514367,52.42454032
24300,13.17886205,52.41913933
9300,13.18801945,52.43303534
9300,13.18508001,52.43000204
12400,13.19014981,52.43360953
11100,13.17574263,52.47541275
11100,13.17988238,52.47977688
11300,13.18293022,52.48563141
11300,13.18317738,52.48416992
11300,13.18148258,52.48775577
17900,13.18031212,52.49181927
17900,13.18032176,52.48982862
17900,13.18031031,52.49084245
17900,13.18029625,52.49334036
17900,13.1802358,52.49557084
17900,13.18001593,52.49823597
17900,13.17984557,52.50594433
17900,13.1794763,52.50787557
17900,13.17996559,52.508761
18500,13.18027579,52.5091985
18300,13.18108773,52.51036369
19100,13.18232023,52.51210965
20000,13.18302254,52.51310116
